"","ENSEML_ID.biotype.symbol","X553C2","X3113C4","iPS1_dup","X690C5","iPS1","iPSC6","iPSC2_dup","iPSC2","iPSC5","X22q1115","X22q1115_dup","X1220C2","X1804","X22q1110C5","X22q1130","X22q1130_dup","X22q1160","X537","X1275C9","FoldChange","p.value"
"17","ENSG00000001631.10|protein_coding|KRIT1",18.3441,17.6224,18.3738,13.3369,18.8777,17.1838,20.4547,15.8879,14.8728,18.6454,15.818,23.7928,19.2484,19.0702,23.2063,18.4601,20.2614,18.8913,19.7881,1.14526688871091,0.0271309046032298
"37","ENSG00000003987.9|protein_coding|MTMR7",7.9475,6.56381,7.78487,10.9228,10.8839,6.35816,8.8276,11.7678,8.03225,7.22056,4.91283,4.57691,7.52695,7.36031,4.07972,9.03373,3.62247,9.58892,6.03555,0.727817782795492,0.0195679880339203
"46","ENSG00000004534.10|protein_coding|RBM6",88.1222,72.5729,87.442,76.0482,83.9396,74.3207,105.661,71.6301,97.9819,113.737,86.5834,96.8337,89.1753,115.454,108.157,108.62,102.212,102.223,97.5337,1.21216001560474,0.00272623596148678
"65","ENSG00000005075.11|protein_coding|POLR2J",22.7558,16.0789,18.9801,20.609,18.1358,17.0563,14.9733,22.132,24.2831,15.8573,18.9946,15.9209,14.2263,19.3655,14.5738,10.7122,18.2922,17.7066,19.2324,0.847942707693468,0.0482576486774112
"78","ENSG00000005302.13|protein_coding|MSL3",24.6161,21.991,18.5489,19.5067,27.8394,20.3781,23.3173,20.3563,18.7419,23.9315,19.5333,30.4486,26.5487,25.1628,29.1219,27.9179,20.5585,20.279,27.6677,1.15749046189957,0.0486979020583114
"169","ENSG00000008256.11|protein_coding|CYTH3",10.7877,10.8982,11.9086,10.5246,11.4881,13.263,11.4658,11.2967,13.2238,12.6861,12.4756,16.4167,12.9025,12.2728,10.6444,13.7861,17.7519,12.4223,14.4176,1.16538698125533,0.0228043386637845
"190","ENSG00000009335.13|protein_coding|UBE3C",18.266,18.2185,17.0098,20.4851,18.8384,17.4426,16.9295,14.15,16.5267,19.7498,21.6267,25.2863,19.8694,19.9657,15.994,28.2739,24.5607,18.3775,22.3902,1.23195647464378,0.00734544273114828
"217","ENSG00000010610.5|protein_coding|CD4",1.27855,1.33745,1.27826,0.851153,0.825786,1.01893,0.4561,0.406464,0.525731,0.968824,0.766017,2.61283,0.614779,2.12741,2.1653,2.0002,2.68083,0.461197,1.18339,1.75757759928527,0.0409190965537606
"244","ENSG00000011405.9|protein_coding|PIK3C2A",17.2468,17.3533,15.5169,17.0458,17.4935,21.4711,22.2098,12.2576,16.9452,15.7188,17.3231,21.1803,20.448,21.4099,32.3593,26.115,25.5835,17.0836,21.6817,1.25055782658372,0.033057577511516
"245","ENSG00000011422.7|protein_coding|PLAUR",6.00126,3.36483,8.98883,4.69649,1.65322,6.38234,10.1686,3.28614,4.51446,7.51154,6.7683,23.6216,6.92617,5.78856,10.8278,17.4175,13.9581,4.45654,8.31934,1.93728750124602,0.0321844234886262
"255","ENSG00000011677.7|protein_coding|GABRA3",6.06067,6.9703,5.56541,9.07863,6.71116,8.75404,5.2992,12.0789,7.99433,5.825,3.02694,2.74424,7.24166,4.74885,1.13032,6.367,2.76176,7.84414,6.94164,0.638836789824476,0.0155806837165805
"271","ENSG00000013364.14|protein_coding|MVP",4.42042,2.46147,12.7419,2.72558,3.65165,4.74566,2.4659,7.27569,4.94749,4.12112,9.95956,18.9538,3.46019,8.31125,21.695,10.3808,16.4067,2.50583,7.11696,2.03848442284227,0.0455280525986284
"272","ENSG00000013374.11|protein_coding|NUB1",37.9092,26.5829,37.5547,44.4846,36.3271,36.2266,34.7385,36.8434,34.7824,41.1667,39.8965,39.8793,36.6615,39.513,49.6863,45.8753,43.723,35.365,37.785,1.13257679995723,0.033604061991036
"280","ENSG00000013573.12|protein_coding|DDX11",12.7447,20.4764,24.4168,14.0801,23.0958,20.4721,18.282,11.6745,23.8238,17.1021,11.319,9.63256,13.9041,11.4619,18.3972,10.2639,10.6021,11.9729,11.7046,0.672661501825912,0.00606027670622768
"335","ENSG00000021826.10|protein_coding|CPS1",6.58701,8.23606,12.0253,3.32553,18.2615,4.45646,3.91736,0.727418,5.63248,7.20818,14.2182,16.3957,10.5337,7.26651,26.9782,23.982,17.2869,6.75703,9.08107,1.99047802123816,0.0276915466618344
"398","ENSG00000030110.8|protein_coding|BAK1",4.9956,4.85454,4.11363,4.55225,5.13006,5.88351,4.69951,4.50165,5.66855,4.79952,6.02155,5.04515,5.07225,5.30156,6.49321,6.85362,7.58345,5.27453,4.81056,1.16060073019169,0.0432640443375423
"474","ENSG00000040608.9|protein_coding|RTN4R",17.8874,15.7179,15.881,14.0942,15.7187,24.6126,20.1052,25.1124,18.9098,9.79396,8.54544,6.23132,9.95882,12.6063,8.0902,5.99589,4.43096,7.63153,9.29083,0.442264215730615,1.26940791965453e-05
"504","ENSG00000046647.9|protein_coding|GEMIN8",12.2645,11.0132,16.9265,10.9192,16.97,12.1202,12.1238,11.4194,15.4494,14.1912,13.5619,17.1035,21.0957,12.4732,13.1661,20.465,16.8731,14.8576,22.0845,1.25232261409222,0.0287264011826788
"505","ENSG00000046651.10|protein_coding|OFD1",14.9708,10.2041,12.7514,12.1963,14.4755,13.3652,13.4937,13.6793,14.4644,14.8174,11.7478,21.1985,20.4864,13.957,18.8968,17.5336,11.6072,13.3183,19.8354,1.22957942553848,0.0321383788134807
"521","ENSG00000047644.13|protein_coding|WWC3",11.1276,13.1154,11.3856,10.3207,10.8691,11.1077,12.454,8.59067,12.2049,10.5157,12.7882,16.7578,12.4739,11.472,13.0549,14.2159,14.7376,11.3437,14.9383,1.17684617260256,0.0177172304631372
"522","ENSG00000047648.17|protein_coding|ARHGAP6",1.17187,0.725705,2.13677,0.915288,1.42908,1.569,0.746486,0.17772,0.710729,1.19061,2.04946,1.67665,1.52077,1.39452,2.42551,4.32932,2.39601,0.949501,1.81785,1.85493413720299,0.0229399106097226
"583","ENSG00000052723.7|protein_coding|SIKE1",21.3439,19.0313,29.6607,18.1758,28.6959,30.8972,24.0571,25.2782,19.6828,25.4854,33.2637,33.4606,26.1351,27.4168,32.1655,36.0607,41.9873,20.2672,25.5473,1.25268428749915,0.0307632106326804
"611","ENSG00000054598.5|protein_coding|FOXC1",3.68127,1.30172,1.62282,4.01855,1.8586,1.82438,0.431099,0.454396,2.04243,3.2484,6.85615,17.0905,1.7218,5.90407,3.93931,5.72236,9.70661,1.67812,5.32789,3.19552319038901,0.0178601953689145
"637","ENSG00000056277.11|protein_coding|ZNF280C",5.53963,5.36138,4.4815,6.09985,5.68243,4.80865,4.97453,4.09246,5.27541,5.99989,5.05244,7.1361,7.3386,6.15963,6.72277,7.36101,5.95092,4.66075,4.77966,1.18848309779117,0.0239072219906345
"661","ENSG00000058673.11|protein_coding|ZC3H11A",64.0593,52.9934,61.7338,58.5116,67.7086,67.7713,65.6278,57.7624,65.4123,71.2547,74.2204,66.9304,66.707,71.135,79.1256,73.1183,72.9028,66.2438,58.4031,1.1218996920299,0.0067127446487076
"671","ENSG00000059588.5|protein_coding|TARBP1",42.2486,37.9182,31.3251,28.6089,41.0794,33.3456,28.7407,30.0202,45.0315,42.9778,39.0545,32.5476,42.0169,43.0971,68.8955,48.3518,50.8588,43.3645,31.9987,1.25298170195735,0.0378422287373705
"684","ENSG00000060656.15|protein_coding|PTPRU",6.98116,10.421,19.6322,7.18266,9.77588,11.1513,12.1205,11.471,8.02064,13.7227,18.5599,17.7695,7.12554,21.8268,30.797,44.6841,25.8977,4.73542,14.1886,1.85389953774605,0.039266560146852
"702","ENSG00000062038.9|protein_coding|CDH3",2.73268,2.64301,6.59174,3.53266,4.56455,5.78207,2.57224,3.60599,4.16346,4.03652,6.89673,6.52695,3.43266,5.48985,6.63453,11.1019,7.55995,2.47903,6.11553,1.49899650164141,0.0421297623666024
"793","ENSG00000065621.9|protein_coding|GSTO2",1.19923,0.800721,0.647836,0.725516,1.66898,0.901166,0.478979,0.722218,0.688594,1.08678,0.205396,3.7348,1.78077,0.578669,3.08156,2.94873,1.55493,2.59637,2.56326,2.31298140999127,0.0129719969045316
"827","ENSG00000066654.8|protein_coding|THUMPD1",23.4338,20.0516,22.27,21.1896,25.8743,20.6317,23.1466,21.0077,20.2774,24.5022,24.7127,23.9616,23.1106,24.4504,27.6899,22.275,23.0352,23.991,20.9465,1.08552991241781,0.0404186217849899
"830","ENSG00000066739.7|protein_coding|ATG2B",9.3084,8.50297,8.81405,7.62155,9.81344,11.0316,11.0289,9.76497,9.50169,11.7124,11.0763,9.84204,10.3692,10.5909,10.6904,11.95,12.5783,10.2381,10.7993,1.15780606006237,0.0051873797182618
"836","ENSG00000066933.11|protein_coding|MYO9A",8.66039,7.11089,7.16897,10.2715,6.55258,9.04675,10.0826,6.94068,8.12425,7.4693,9.7139,9.39909,9.43586,9.24255,10.0602,13.3871,11.2377,8.77291,10.1088,1.20262764538165,0.0249607870831829
"840","ENSG00000067082.10|protein_coding|KLF6",29.6302,26.4662,19.6721,27.4851,21.561,23.0818,20.7438,25.6535,27.4623,21.9097,41.0602,41.4822,25.8779,30.075,24.5163,41.6421,27.7533,27.5328,31.7862,1.27289511895958,0.0235367752833125
"862","ENSG00000067798.9|protein_coding|NAV3",8.87647,6.41697,13.0512,7.74744,15.4936,11.0289,9.23828,10.6142,9.29174,7.06322,6.83744,6.19901,7.3356,9.12168,2.76178,8.52358,5.64438,8.4282,7.72251,0.683026151170242,0.01020760551319
"869","ENSG00000067992.8|protein_coding|PDK3",3.26961,3.38207,3.65106,2.05556,1.76028,4.71548,2.85141,1.91214,3.00714,3.1166,3.747,5.79061,4.87521,3.85175,6.17347,4.85459,5.90442,3.3309,5.26147,1.58676243903814,0.00193790855958841
"877","ENSG00000068305.13|protein_coding|MEF2A",10.5776,10.3766,10.0573,10.0318,10.6701,12.2471,10.0264,8.03045,11.0575,10.5249,13.8991,16.0398,11.2231,11.8244,15.4331,13.0068,17.5843,11.4055,12.07,1.28616806795821,0.00351882968414473
"888","ENSG00000068650.14|protein_coding|ATP11A",8.64763,18.1697,10.749,11.4835,9.31319,18.9484,15.5898,13.3948,13.6618,13.9367,24.0696,31.2782,12.1908,15.5348,20.4276,19.8444,32.5031,9.0316,17.4796,1.47274066834492,0.038872369568727
"891","ENSG00000068724.11|protein_coding|TTC7A",4.87076,6.20234,5.28071,5.34302,5.89494,5.21927,5.30535,5.95656,5.54064,5.6769,6.00595,5.75415,5.79268,5.49352,8.47775,6.07902,8.536,5.50109,6.63132,1.16003582889285,0.0453671655787427
"925","ENSG00000070010.13|protein_coding|UFD1L",27.4108,28.6995,45.524,35.6072,30.021,34.3534,32.0434,26.9597,32.3597,14.7181,17.4013,13.431,19.1271,14.8012,13.4767,21.6521,18.0457,14.8757,16.4153,0.503619478139537,8.26038408155973e-06
"937","ENSG00000070371.11|protein_coding|CLTCL1",3.66155,3.40915,3.73914,4.35401,4.97215,2.82254,4.53203,3.22865,4.57467,2.07312,2.8614,1.52476,1.98511,1.62228,1.58683,2.66037,1.65953,1.97865,1.54272,0.497119841422977,7.56091295617627e-06
"939","ENSG00000070413.13|protein_coding|DGCR2",28.7651,35.004,29.6585,28.8991,31.3903,32.3834,27.8785,31.2877,29.4525,15.1812,15.5658,12.6842,13.2422,14.8208,12.7315,12.763,14.6127,17.4168,17.0951,0.478677929565145,2.14303694483727e-11
"945","ENSG00000070540.8|protein_coding|WIPI1",18.0312,11.2752,20.8353,12.7742,16.5577,24.6021,8.77536,9.48945,14.3907,10.5338,28.659,62.3851,15.7761,16.7036,24.4164,38.7137,50.305,10.7701,22.5354,1.84828599117934,0.0476631574295416
"1149","ENSG00000076706.10|protein_coding|MCAM",11.5801,16.3713,23.8387,8.61408,14.6361,15.2613,11.9367,24.4718,19.6098,13.7075,28.4923,30.6549,14.9575,37.6623,42.7111,26.1247,34.8147,17.8815,19.612,1.63994564511671,0.0125518156425478
"1201","ENSG00000078140.9|protein_coding|UBE2K",30.7296,31.6815,37.1958,35.993,38.1794,36.412,38.7515,33.3096,36.4161,37.1757,41.0418,39.2949,36.5803,33.981,39.2988,43.2793,44.0105,37.6404,36.252,1.09737620756366,0.0232551442365851
"1223","ENSG00000078747.8|protein_coding|ITCH",17.5164,14.3789,14.1137,16.0444,16.7612,17.8641,17.8762,19.5576,18.1417,18.6783,18.5125,18.1638,18.1059,19.7838,26.5078,21.7744,20.6977,19.391,17.2154,1.1753208778477,0.011580378160471
"1227","ENSG00000078967.7|protein_coding|UBE2D4",8.72807,7.72732,7.37575,8.1794,7.35511,5.92139,5.3216,8.52658,7.17475,5.84373,6.14548,6.26725,5.34971,6.78952,4.9341,6.05346,4.86259,7.78366,6.14499,0.816725463757562,0.0112710891267694
"1312","ENSG00000082153.13|protein_coding|BZW1",122.636,95.4232,101.338,112.765,98.4226,114.035,101.598,129.571,106.919,128.338,136.425,121.28,134.972,123.012,105.337,156.943,135.221,130.723,118.447,1.18206876957728,0.00314780634769534
"1352","ENSG00000083799.13|protein_coding|CYLD",10.484,8.45349,8.97942,9.10725,8.74943,9.07358,9.3207,9.49922,8.17174,9.13239,9.10068,12.2099,10.6399,9.32126,11.0461,11.5464,11.2702,11.1309,10.7756,1.16761196366077,0.0019199821900468
"1376","ENSG00000084623.7|protein_coding|EIF3I",81.6705,65.363,95.1536,83.4335,87.6684,84.4526,77.2134,72.1592,83.6608,77.7817,107.006,80.2241,90.4692,91.8752,100.384,101.11,90.4362,80.6333,92.6008,1.12383216448291,0.0292977225418984
"1405","ENSG00000085552.12|protein_coding|IGSF9",14.7386,15.963,11.3146,14.7365,13.7102,11.7374,18.4461,11.043,16.4779,14.3244,9.40581,7.29839,15.5829,15.3075,6.01759,6.24329,8.00193,14.0619,11.3066,0.755226013187451,0.03163401247733
"1413","ENSG00000085788.9|protein_coding|DDHD2",53.7223,38.2228,43.9573,40.4987,45.0301,40.1547,45.4093,49.2735,45.6556,47.9743,48.2708,53.8208,49.2752,59.3407,54.7162,55.8532,48.7795,46.2882,47.4729,1.14601834225997,0.00709768819274873
"1459","ENSG00000087157.14|protein_coding|PGS1",20.5766,21.9168,22.7868,18.928,28.0783,23.7041,24.9717,22.9071,25.2816,25.322,25.244,21.732,29.4846,25.3876,27.1418,26.9422,27.3014,28.3191,25.4308,1.12872972158871,0.017743973922203
"1681","ENSG00000093009.5|protein_coding|CDC45",5.71936,10.5995,7.31198,11.9728,5.13078,6.05519,8.04151,3.71917,9.60211,3.61064,3.56366,0.811724,5.75345,2.66169,2.42428,3.45772,4.01237,2.4518,3.12185,0.420854813623585,0.00102719576793072
"1682","ENSG00000093010.7|protein_coding|COMT",15.5607,32.0276,15.0188,11.1791,9.76201,11.2914,15.489,25.1454,6.91895,5.13309,4.66948,5.82632,6.15288,9.94548,3.88318,4.65312,8.00005,4.17518,13.1064,0.414280748149347,0.00819379856917627
"1711","ENSG00000095485.12|protein_coding|CWF19L1",12.5964,12.9799,11.0738,11.6456,13.9937,10.5698,9.74125,12.6342,10.9966,9.81219,11.7131,9.3743,10.1855,11.867,12.7182,9.95866,10.3252,10.3327,9.50854,0.896307357769018,0.0485398841308428
"1724","ENSG00000095951.12|protein_coding|HIVEP1",7.64672,5.15028,10.5277,11.4874,8.68861,10.3496,8.43137,6.97645,7.30102,7.03851,15.5777,13.6013,9.00234,7.68266,11.2707,18.0683,16.2245,8.7534,11.7406,1.39844824557221,0.0287284548931465
"1789","ENSG00000099889.9|protein_coding|ARVCF",46.2185,49.5377,14.3146,31.9351,21.8731,34.395,55.2847,76.2335,50.7747,27.9666,14.7073,7.61046,23.2605,37.9502,32.7897,6.1832,8.49617,29.1896,17.6651,0.486739511502445,0.0102208358448953
"1790","ENSG00000099899.10|protein_coding|TRMT2A",20.184,17.2764,33.8113,15.8859,31.1308,28.4221,26.6396,28.9379,26.8487,12.7502,19.2903,11.943,12.6232,11.0644,10.4708,11.724,15.3233,11.452,9.66338,0.496097403864156,0.000153787099165144
"1791","ENSG00000099901.12|protein_coding|RANBP1",96.2428,95.1741,87.9801,116.487,75.2732,96.2223,104.312,93.7481,110.545,59.9858,52.2059,24.5399,56.3206,46.1865,51.9756,39.6772,32.0123,40.1797,29.875,0.444828196751404,2.6558837336203e-08
"1792","ENSG00000099904.11|protein_coding|ZDHHC8",35.4169,34.026,33.6654,24.4308,31.7262,42.01,50.8869,30.4217,35.3782,22.37,23.6583,13.6775,17.3713,18.5769,16.7129,18.8904,24.4326,18.2451,16.7521,0.539744799773306,9.28876459196115e-05
"1793","ENSG00000099910.12|protein_coding|KLHL22",18.7995,22.1833,42.4184,23.3105,35.9367,29.1433,18.3226,25.2496,24.1075,12.2037,17.7173,16.1854,10.7477,8.02113,5.27348,18.7084,17.1792,10.6276,17.5749,0.504506713536564,0.000881642783080091
"1794","ENSG00000099917.13|protein_coding|MED15",24.7238,20.5415,21.7072,23.0185,26.1477,25.85,26.0414,29.6064,23.4936,13.1946,12.0878,10.4374,11.8879,13.7015,14.0491,10.3581,12.2535,11.8034,13.8249,0.503044949556845,7.58339761033091e-08
"1795","ENSG00000099940.6|protein_coding|SNAP29",14.0786,11.0591,17.9763,16.9743,15.7878,15.4708,11.6664,12.2472,13.5693,7.60307,7.73128,5.59392,6.11795,6.26908,5.395,9.16815,8.88438,8.51341,6.16199,0.499064711735949,3.54897054629148e-06
"1796","ENSG00000099942.8|protein_coding|CRKL",30.4379,34.0706,25.62,32.8104,27.5686,32.0492,33.1439,30.9991,32.6186,15.6833,12.665,14.0888,14.9821,14.8698,19.7513,14.8115,12.6194,16.8116,13.7912,0.483558005329404,5.68580395865624e-10
"1797","ENSG00000099949.14|protein_coding|LZTR1",44.4876,40.6238,58.7845,35.7783,58.5931,38.0453,48.5372,42.4169,43.4332,21.18,24.7359,29.5332,20.936,26.3156,17.061,27.0136,26.496,22.2936,17.9712,0.511766596485658,1.19756477499806e-05
"1810","ENSG00000100003.13|protein_coding|SEC14L2",4.62831,4.56252,4.40595,4.31997,3.20262,3.59135,3.91843,4.03674,3.90431,3.46219,4.76316,6.34674,4.97346,5.21937,2.43795,6.29868,6.6357,5.79287,7.19988,1.30754001892251,0.0278618402537477
"1818","ENSG00000100033.11|protein_coding|PRODH",7.47831,10.2042,0.955468,10.5231,2.14223,6.06938,13.4614,10.8756,10.1753,5.74328,1.24772,0.310015,4.19112,5.10745,4.54196,0.270277,0.883875,8.22028,5.57473,0.451855626657405,0.0194519963299544
"1822","ENSG00000100056.7|protein_coding|DGCR14",10.8025,6.78534,10.116,9.33318,13.4717,11.3516,9.7986,10.5846,10.579,5.9538,5.50846,4.67018,6.6736,4.63295,4.26699,4.61435,4.89196,5.90283,4.68263,0.502226991898087,7.40937240454782e-06
"1824","ENSG00000100065.10|protein_coding|CARD10",1.00023,1.52401,1.7857,0.851883,0.564603,0.820927,1.15199,1.45713,0.914973,1.48456,2.38741,6.459,1.22867,2.05707,3.83393,3.22158,3.00419,0.735594,1.57514,2.32225140262878,0.0211296815097717
"1826","ENSG00000100075.5|protein_coding|SLC25A1",62.0769,62.6423,36.7201,45.5342,45.0771,56.2711,54.3536,64.3758,58.9499,27.3574,26.2343,18.5351,25.4766,29.512,25.2217,22.1149,22.7676,27.8415,24.9522,0.462986639945185,7.39808907303308e-06
"1830","ENSG00000100084.10|protein_coding|HIRA",21.8213,17.3787,15.1782,20.4679,17.7811,18.7255,22.1022,27.7564,17.847,10.7609,9.14019,5.71165,9.41688,11.0712,7.51298,7.68402,6.80012,10.0329,9.81507,0.442042167271777,4.49067318409911e-06
"1883","ENSG00000100294.7|protein_coding|MCAT",10.8529,10.6771,9.93188,9.90616,12.1866,9.3247,10.4831,13.063,8.67974,10.2115,9.99643,9.23203,9.22347,8.2699,8.11106,6.40512,7.8219,11.4372,8.98362,0.848776133960316,0.0226841729250166
"1934","ENSG00000100441.5|protein_coding|KHNYN",22.6569,19.3384,31.152,13.7127,21.1281,30.6171,20.665,16.5177,16.3531,21.2066,28.4072,33.9887,21.6827,28.3736,34.4179,33.2961,37.341,16.9861,24.5911,1.31289990163474,0.0365942381597523
"1937","ENSG00000100461.13|protein_coding|RBM23",41.3553,46.2228,46.99,42.0715,50.2627,43.1184,45.4363,43.432,41.9285,49.1335,41.8655,34.4078,42.9884,38.1011,37.9662,37.5227,38.2119,46.4562,37.4802,0.907445782681644,0.0323279382969955
"1940","ENSG00000100478.10|protein_coding|AP4S1",5.19629,5.89739,5.1346,7.85986,6.34262,4.91332,5.32084,6.05946,5.24082,5.73195,3.38798,5.43236,4.79261,3.57806,3.3914,4.40774,3.38198,6.7061,4.94685,0.792478947449447,0.0225755740743886
"1988","ENSG00000100731.11|protein_coding|PCNX",12.5547,14.0993,13.4618,14.0056,8.69862,11.7894,11.977,10.1975,12.0648,12.4088,11.8289,19.0263,11.0417,11.3559,15.7246,16.9901,19.7651,16.1079,12.7069,1.21508622241952,0.0449337184812873
"2004","ENSG00000100852.8|protein_coding|ARHGAP5",22.5594,27.8482,27.4498,24.1221,27.3206,27.7067,24.4469,27.4914,21.7771,25.7978,27.0727,30.0011,22.3377,24.4245,35.3404,38.0646,37.3985,33.1252,29.0968,1.18061187870088,0.0321337579075798
"2016","ENSG00000100918.8|protein_coding|REC8",3.63107,17.4572,21.9048,3.55715,11.2994,21.1565,26.2695,32.58,7.0938,25.8199,19.4566,34.0052,24.967,53.5083,35.7066,34.8447,21.7022,8.22184,19.4325,1.72403833006024,0.0391997552672127
"2024","ENSG00000100982.7|protein_coding|PCIF1",19.8961,16.6935,21.6865,20.3258,20.7651,20.0931,20.875,20.9084,19.3536,15.9496,17.8582,14.8887,18.2334,16.654,13.4352,14.6813,15.1208,17.7928,16.8761,0.804780863037114,2.98245319395143e-05
"2167","ENSG00000101972.14|protein_coding|STAG2",27.9533,25.3024,34.6185,28.3439,41.0111,34.4228,28.0395,24.3417,27.4609,33.5973,32.8744,32.4347,44.6364,28.264,34.4529,45.5751,35.1762,28.1872,45.1774,1.19464120951431,0.0497413611159396
"2196","ENSG00000102189.12|protein_coding|EEA1",3.77155,3.33637,3.58788,3.84825,2.99491,3.28549,4.49703,4.07051,3.48775,3.97154,3.28104,4.3282,5.05534,5.93898,5.34709,5.34085,4.61768,4.99722,3.51729,1.26995246921052,0.00677506983639054
"2364","ENSG00000103657.9|protein_coding|HERC1",45.5192,29.0336,32.6766,40.5064,34.9761,35.6265,39.7134,40.9241,39.47,34.7612,24.4928,28.3152,33.2779,41.0308,23.9468,23.2209,21.7249,32.205,35.2589,0.793069025212006,0.00880960522497903
"2378","ENSG00000103966.5|protein_coding|EHD4",2.13458,3.5713,1.44812,2.18616,2.18473,3.51427,2.82186,1.92414,2.86011,2.95807,6.21855,6.30787,1.8016,2.6402,3.59748,4.88697,4.0848,1.70347,3.48647,1.49774906636132,0.0470985535194263
"2525","ENSG00000105176.13|protein_coding|URI1",25.1958,25.8342,30.2409,26.3108,23.202,26.803,22.3728,27.0918,28.6833,30.3306,29.847,26.8754,26.97,27.0557,32.2391,30.9956,30.6901,28.3187,25.8432,1.10399092878177,0.0215617885757007
"2626","ENSG00000105723.7|protein_coding|GSK3A",48.2939,48.5598,44.6908,50.0753,47.8351,49.3216,48.8711,60.1621,48.6144,50.7477,48.3268,39.1537,46.6617,49.1338,41.6643,39.7923,40.0798,51.0241,46.2534,0.912929745504331,0.0499233246137877
"2657","ENSG00000105926.10|protein_coding|MPP6",2.99403,4.8757,4.68338,3.78882,5.61256,4.23854,3.43511,1.93838,4.91113,3.84604,5.81051,8.57283,4.33742,3.79087,6.24902,9.23898,8.81566,4.4383,5.64241,1.49866660818337,0.0193936295253417
"2832","ENSG00000107651.8|protein_coding|SEC23IP",13.4047,12.9985,19.136,14.3935,16.4154,17.6442,12.4561,13.0735,13.4342,14.4347,19.0608,25.4377,13.7848,15.231,19.8122,21.824,26.7091,13.6895,15.8693,1.25806781336095,0.0438842855779291
"2838","ENSG00000107736.15|protein_coding|CDH23",7.85745,7.1559,9.14814,9.92641,5.91324,8.97138,7.6437,7.19719,8.20076,11.3508,9.77008,10.2958,13.531,5.94949,17.3283,26.2507,14.1165,8.2132,11.9582,1.6092341687754,0.0245028563350424
"2849","ENSG00000107819.9|protein_coding|SFXN3",27.442,19.375,19.5343,26.6593,28.5782,16.6886,33.9782,46.0136,25.0988,15.9132,14.2686,27.9074,14.785,13.3377,4.51425,20.3655,20.8756,29.6118,25.2631,0.690961568488873,0.0446811081430134
"2921","ENSG00000108439.5|protein_coding|PNPO",1.40127,3.71483,2.27153,1.3155,1.81906,2.31016,2.13763,3.35171,1.75059,2.99986,2.50188,5.75529,2.7311,3.6536,5.49761,4.99468,4.14982,2.74063,2.76033,1.69419318582642,0.0053605539081529
"2944","ENSG00000108588.9|protein_coding|CCDC47",21.2582,24.9674,28.7103,26.2721,27.5675,23.2338,25.142,24.82,22.9692,27.3893,28.7755,28.6739,26.646,23.1916,28.2704,33.479,37.9475,26.4381,26.9566,1.1513760750065,0.0252730820249062
"2965","ENSG00000108788.7|protein_coding|MLX",21.1079,19.7081,23.5836,21.5662,25.1987,22.5582,25.7169,25.6838,19.8062,20.2523,23.4499,22.439,21.0413,19.4225,15.0593,18.7158,22.7325,20.453,20.5995,0.896642505523848,0.0478273001021456
"3048","ENSG00000109738.6|protein_coding|GLRB",2.93561,5.89273,3.32564,3.09109,4.36367,5.49697,3.76237,6.03385,4.54433,3.03812,2.92854,3.12371,3.16033,2.8833,1.09728,2.86776,2.99003,4.65811,3.93412,0.700019976545305,0.0173906593937049
"3128","ENSG00000110628.9|protein_coding|SLC22A18",2.44459,5.21392,2.39885,2.05299,1.89262,2.87075,2.83774,2.67898,3.06464,5.94279,4.98603,3.2224,2.68575,3.41516,7.23235,2.89307,4.93597,2.64221,4.74064,1.50958995218243,0.0266845734544632
"3154","ENSG00000110911.10|protein_coding|SLC11A2",22.3868,25.2616,20.5643,23.6063,17.7961,23.8295,20.6012,20.8557,23.3836,22.3155,24.6186,32.2873,24.0063,22.4116,21.3212,24.2417,31.0831,24.4177,24.6839,1.14102476686347,0.0395417341210785
"3317","ENSG00000112294.8|protein_coding|ALDH5A1",6.66117,6.47614,6.60034,6.02804,7.15587,5.02014,4.47018,10.8698,6.16547,5.83576,4.16985,4.78474,5.35256,3.37976,4.23713,5.16718,3.53928,7.67073,6.25948,0.762977249540138,0.049953946171018
"3322","ENSG00000112309.6|protein_coding|B3GAT2",1.20518,2.22926,1.31486,2.61325,1.24021,1.7721,2.88069,4.31617,2.85465,2.22724,0.883621,0.727894,0.876391,0.910822,0.684418,1.14535,1.15279,2.68343,1.31936,0.555663311689742,0.0252819703685588
"3360","ENSG00000112679.10|protein_coding|DUSP22",18.7798,17.6906,21.3576,14.6086,21.1374,19.868,17.2096,14.6155,18.6142,17.5247,26.7175,30.5256,15.0374,32.3626,33.6356,24.2099,20.3405,18.5031,21.4742,1.31984546131865,0.0228908963000018
"3379","ENSG00000112877.6|protein_coding|CEP72",4.12693,4.2479,3.4494,4.08499,2.74161,3.939,3.86964,3.48693,4.53864,2.94177,3.07278,1.46458,3.85176,3.7827,3.2639,3.01295,2.06751,2.78995,2.66228,0.754505779897602,0.00489113513053176
"3543","ENSG00000114738.6|protein_coding|MAPKAPK3",15.6872,18.4946,15.9023,12.3244,11.893,13.0329,15.2025,11.2834,17.791,17.2943,17.8682,16.2633,15.4105,18.7281,19.1663,16.6736,16.3166,16.5753,14.9789,1.15755706386914,0.0354370537106015
"3559","ENSG00000114857.13|protein_coding|NKTR",83.247,80.3999,83.5872,87.145,70.9867,90.2686,95.1912,40.6827,100.287,74.5471,84.961,95.8997,102.227,87.2011,131.16,121.057,115.611,98.9427,90.1032,1.23195491963395,0.0320240087506406
