"","GeneFeature","X10_3651","X13_4506B","X16_9319","X19_9429_6120","X26_2038A","X28_2038B","X2_BJ2A","X31_1792A","X34_1792E","X39_1835_3","X43_2497B","X7_3440","FoldChange","p.value"
"39","ABCA13",32,84,34,37,101,128,9,59,83,108,66,44,2.27083333333333,0.00621383430133894
"42","ABCA3",4668,4274,4226,3217,2686,2770,5127,3331,2921,3487,2003,2792,0.707620144832126,0.0220357248836373
"73","ABCD2",118,197,176,97,37,69,86,39,74,53,17,201,0.330285714285714,0.00406510372165009
"74","ABCD3",4903,4523,5836,3691,4000,4551,6160,3398,3825,4226,2818,4159,0.779516261273572,0.0480125534267632
"98","ABHD2",5619,4721,4987,4170,3638,4002,5417,3832,3919,4011,3737,4189,0.795072672920317,0.00924051733332717
"100","ABHD4",2294,2109,2760,1225,1368,1794,2612,1286,1018,1462,1513,1575,0.671252485089463,0.036365729032824
"107","ABI3BP",23,11,10,20,19,90,21,113,64,51,61,11,4.14583333333333,0.0118846807067946
"111","ABLIM2",421,198,309,211,158,238,387,235,271,120,50,272,0.596218020022247,0.0382376454700966
"189","ACSBG1",546,862,1209,316,324,609,605,608,262,409,68,864,0.517946388005452,0.0472649086192972
"247","ACYP2",270,181,347,145,125,163,385,142,188,145,97,205,0.56099151989563,0.0337408523615577
"265","ADAM23",1063,756,866,607,462,693,946,583,655,648,467,675,0.714024017911663,0.0201803803104093
"283","ADAMTS15",2303,1860,1196,958,905,1025,3203,1489,923,666,237,1201,0.489226751235892,0.0497493997000008
"295","ADAMTS8",15,21,9,10,2,5,15,5,6,12,2,10,0.4,0.00806157578466955
"328","ADCYAP1R1",4287,3873,8378,1947,661,2384,7372,4444,2534,1191,597,6021,0.370506305288914,0.0185768978523188
"346","ADM",291,208,46,322,801,186,55,483,373,954,1398,47,4.32920536635707,0.0298294728103089
"410","AGFG2",594,530,566,459,461,450,772,376,357,421,431,452,0.739994070560332,0.0270325801441453
"427","AGRN",37179,27364,34538,23312,24371,33039,44233,18757,20654,21116,20817,27350,0.715315296737741,0.0396608815605454
"476","AK8",56,53,75,30,31,36,68,56,46,22,17,69,0.592592592592593,0.023754834516882
"512","AKR7A2P1",2,6,3,4,8,9,5,14,11,14,4,4,2.5,0.0105666742519271
"584","ALPK2",928,1154,106,1672,3684,1731,236,1464,685,4085,4016,466,3.43380096448926,0.0274152353521936
"610","AMIGO1",322,255,242,252,148,202,168,182,197,150,76,256,0.638795986622074,0.00868421084438656
"668","ANKLE1",73,23,55,58,85,60,69,53,86,103,83,32,1.51612903225806,0.0379450646514526
"699","ANKRD27",939,488,506,788,842,681,702,858,815,1076,1012,555,1.32830568124686,0.0432765651778564
"733","ANKRD56",10,8,2,2,9,15,1,8,12,22,7,4,2.7037037037037,0.0219331497334288
"740","ANKRD9",559,314,299,154,90,191,575,199,235,268,216,352,0.532179316466933,0.0458735716802931
"766","ANTXR2",8533,4319,5377,5516,3125,2965,2842,3852,3975,2119,2513,4646,0.59389107674575,0.0405440532892843
"818","APAF1",2516,1355,1416,2136,2531,2065,1735,2401,2868,2560,2707,1510,1.41844769403825,0.00904191243936433
"826","APC",7801,8669,9692,5929,5189,7835,12404,6668,6789,4881,2788,8800,0.640773055633737,0.019485212760229
"903","AQPEP",35,22,31,16,12,23,22,19,22,16,4,27,0.627450980392157,0.0408724621844303
"983","ARHGEF3",353,480,512,295,288,262,503,306,212,277,327,301,0.684124386252046,0.0259967120598825
"993","ARHGEF9",3404,2790,3592,2368,1895,2397,3001,2413,2500,1806,1285,2534,0.695121261801119,0.00858839025220571
"997","ARID3A",364,102,150,358,398,268,230,344,357,311,431,153,1.55416359616802,0.0433325256259841
"1077","ARSD",539,791,640,592,422,413,643,485,473,440,307,336,0.717311493928269,0.0419628329481876
"1088","ART5",36,2,7,18,29,50,14,19,35,18,32,15,1.98913043478261,0.0491077306480634
"1123","ASCL1",3814,2896,4355,2483,1540,2757,3348,3200,2993,1015,730,3070,0.612791745968146,0.0363125936067111
"1155","ASTN1",1066,1007,2212,1493,536,1498,2105,289,577,395,92,1809,0.349463475030953,0.00466452501180127
"1180","ATF7IP2",130,57,60,82,129,131,104,110,95,128,124,56,1.46625766871166,0.0266454341172845
"1215","ATP11C",1559,666,577,1304,1346,1081,761,1254,1340,1848,1632,702,1.52648590411205,0.0371122477250358
"1228","ATP1B2",2611,8380,11098,2200,1702,5003,9381,2515,1980,1600,820,6147,0.342064947133134,0.0316527362495717
"1235","ATP2B2",509,482,595,251,99,436,1127,351,469,72,13,565,0.408047605553981,0.0393846785797175
"1274","ATP6V0E2",4139,2958,3725,2331,2329,2298,3872,2720,2884,2372,1658,2420,0.733401902802777,0.0448900137115749
"1295","ATP8B3",35,4,12,23,22,36,7,62,27,36,28,13,2.24468085106383,0.0268454991553152
"1325","AURKA",3169,1038,1115,2311,2998,1774,1570,3018,3014,2619,2509,1109,1.54499612102405,0.0486217515361461
"1361","B3GAT2",135,104,80,96,36,34,16,96,75,4,1,153,0.421232876712329,0.0489874970314222
"1370","B3GNT8",16,4,6,7,12,13,4,12,24,11,29,6,2.34883720930233,0.0285329470286815
"1384","B7H6",848,601,559,851,1051,935,734,731,793,1092,729,545,1.28830352827453,0.0462743444819353
"1410","BAI2",10864,8557,11151,6871,3497,5409,15247,7119,8048,5032,4153,7920,0.548721333113348,0.0126481675664803
"1411","BAI3",1864,1585,2406,1300,1166,1575,2142,1805,1505,1154,480,1850,0.689423163182919,0.0431788994872058
"1413","BAIAP2L1",94,27,31,100,159,110,24,79,77,129,154,59,2.1134328358209,0.0117140348163109
"1417","BAMBI",249,242,212,113,48,88,208,140,139,147,218,182,0.646766169154229,0.0459743114668703
"1451","BCAN",1861,10283,23163,1840,368,3044,21166,505,335,122,9,7356,0.0667438212855381,0.0430322434249417
"1560","BK250D10.8",96,46,95,82,43,77,81,46,41,33,28,54,0.590308370044053,0.0195288773903454
"1586","BMP8A",159,62,124,200,92,108,202,86,118,82,5,133,0.557954545454545,0.0391810321878491
"1616","BORA",1093,385,420,937,1069,823,408,1234,1308,962,630,502,1.60907877169559,0.043312857679516
"1664","BRP44L",1431,1731,2645,916,1060,1375,1880,911,962,936,409,1148,0.579735411752641,0.0435384290216111
"1754","C10orf26",3884,3080,4711,3122,2806,3301,3374,2943,2998,2478,2773,3764,0.788648279006154,0.0259633011513226
"1981","C16orf45",4992,6648,7102,4401,4596,4116,7040,3066,3791,3949,2366,3767,0.64459499263623,0.0185337062201382
"2021","C17orf107",31,11,18,16,32,29,22,24,27,36,23,21,1.43697478991597,0.0311160876724739
"2058","C17orf78",4,2,5,1,1,1,5,1,1,1,1,1,0.333333333333333,0.0493130876736526
"2068","C17orf91",144,91,66,92,213,191,130,154,93,252,185,78,1.81031613976705,0.0128482702265824
"2081","C18orf32",971,705,1000,603,508,649,895,578,619,567,503,546,0.725423728813559,0.0411877158704818
"2107","C19orf35",7,7,8,8,3,5,7,2,2,9,3,6,0.558139534883721,0.0331286447220776
"2109","C19orf39",51,35,40,32,58,59,43,44,60,49,44,38,1.31380753138075,0.0127310543399431
"2130","C19orf66",179,121,121,197,195,153,124,157,212,276,297,94,1.54306220095694,0.0309020865965437
"2205","C1orf183",1524,4804,4326,998,779,1435,4588,1079,968,1248,662,1700,0.343979933110368,0.0405081358237097
"2240","C1orf61",6270,6442,9863,2608,3016,6999,12976,4309,3523,3750,422,7264,0.48475441956718,0.0480071535789778
"2254","C1orf95",225,300,451,122,32,146,212,113,116,29,20,357,0.273545290941812,0.00625445301558986
"2326","C21orf88",52,80,99,39,47,47,71,23,35,24,16,53,0.487309644670051,0.0117553458092928
"2472","C4orf38",11,10,1,2,13,25,10,14,11,10,14,4,2.28947368421053,0.0178602492317205
"2516","C5orf53",105,113,154,96,89,92,118,80,89,74,107,147,0.724420190995907,0.0147025729096537
"2524","C5orf64",16,5,49,26,61,85,47,21,62,113,75,17,2.60625,0.0176681544114285
"2526","C6orf1",468,455,392,283,244,336,518,254,273,362,314,312,0.734349258649094,0.0373374740341623
"2550","C6orf154",131,103,212,77,48,101,172,111,117,60,57,123,0.603911980440098,0.0488321867347341
"2620","C7orf52",62,90,91,38,36,64,77,19,40,25,31,54,0.521844660194175,0.0132011512514093
"2640","C7orf74",953,561,646,753,851,970,821,703,891,1143,1172,669,1.30138541903248,0.0399529613527931
"2649","C8orf34",10,29,15,8,4,3,14,9,5,9,7,31,0.345794392523365,0.0320008953686815
"2711","C9orf171",104,84,143,35,25,58,85,75,67,29,19,129,0.470689655172414,0.0231556001871489
"2712","C9orf172",128,172,135,75,45,75,261,113,104,69,81,135,0.537527593818985,0.0400630519622329
"2728","C9orf43",8,4,7,14,11,12,2,21,17,13,10,13,1.75,0.0437448607672323
"2739","C9orf68",40,34,60,39,13,41,60,45,34,16,7,37,0.577777777777778,0.0433649900536041
"2783","CABP7",598,1711,1031,463,147,269,560,114,122,134,119,396,0.190166001260769,0.0254498287216644
"2802","CACNB2",1118,1004,1380,896,730,1229,1606,745,871,334,174,1275,0.560928698997115,0.0199007793657138
"2805","CACNG1",35,19,57,23,10,18,66,18,33,13,8,35,0.425531914893617,0.0315814280646329
"2816","CADM2",1608,922,1150,1325,826,719,2296,1003,1291,900,308,1118,0.599477372609574,0.0462311254911638
"2817","CADM3",4343,2552,4045,2624,1677,2886,4233,2631,2911,1236,970,2547,0.605141565080614,0.0253310122192617
"2819","CADPS",1270,1052,1028,850,336,626,950,835,875,745,294,1081,0.595570534424651,0.00738363021959829
"2890","CAPS",124,87,108,71,70,62,92,81,68,88,49,85,0.737213403880071,0.0276910737267879
"2897","CARD10",335,196,210,164,523,286,190,268,244,325,456,155,1.6816,0.0285725632436047
"2940","CASZ1",270,158,173,173,293,278,194,365,246,346,355,226,1.57705192629816,0.00141153704710628
"2994","CCDC103",291,288,327,263,189,269,411,116,161,199,96,448,0.507889546351085,0.001998081737899
"3019","CCDC13",71,32,67,33,27,32,38,35,32,13,6,53,0.493197278911565,0.0177495209111927
"3111","CCDC75",291,242,235,228,221,208,266,237,215,204,127,226,0.814516129032258,0.0384279217154123
"3178","CCNB1",8935,2524,3183,6403,8348,5193,3361,9458,9599,7606,5749,2933,1.68085884633674,0.039144767627884
"3180","CCNB2",3960,1154,1398,3192,3490,2354,1438,4403,4419,3372,2923,1483,1.66027722772277,0.0411229326186831
"3190","CCNG1",6169,3055,3208,5690,6366,5095,3030,6557,6000,8216,9015,3143,1.6978390615353,0.00743378432140631
"3333","CDC20",5861,1530,1612,3851,4692,2827,2754,5863,6163,5017,4444,1696,1.67625982431808,0.0479673084824795
"3371","CDH10",625,915,1251,557,444,757,649,220,493,358,210,669,0.531933133304758,0.0239568464901152
"3393","CDHR1",568,374,576,192,121,264,537,484,333,239,220,483,0.608424908424908,0.047983405282671
"3397","CDHR5",45,28,42,37,23,41,51,21,29,24,15,34,0.645569620253165,0.0176371152025698
"3474","CEACAM19",74,58,42,57,84,81,57,79,74,78,68,58,1.34104046242775,0.0033468767857229
"3590","CFD",11,3,8,14,4,2,10,6,5,2,3,8,0.407407407407407,0.014592383138795
"3641","CHD5",163,217,118,72,38,104,301,52,71,42,18,198,0.304022450888681,0.0109202497521248
"3646","CHDH",157,180,186,128,87,111,138,70,112,143,63,99,0.65990990990991,0.0202446396692892
"3719","CHST3",8780,6813,7191,4943,4064,5616,7492,7131,5530,4991,3281,6605,0.731948163733741,0.0318454130948586
"3786","CLCN2",599,442,513,300,265,336,648,384,371,359,137,376,0.643502432244614,0.0299445085291638
"3811","CLDN4",6,5,15,9,8,23,7,58,54,43,15,9,3.94117647058824,0.0328330578207402
"3832","CLEC2B",8,12,19,18,87,53,7,16,35,53,15,6,3.7,0.0359111654924063
"3877","CLOCK",702,433,339,644,793,650,526,575,807,825,670,591,1.33539412673879,0.0275492128690447
"3901","CLVS2",147,150,244,186,106,137,283,123,139,88,53,186,0.540133779264214,0.00706439493254127
"3936","CNIH4",1094,552,643,883,1064,889,835,901,939,1370,1180,486,1.41175161362119,0.030283953033125
"3940","CNN1",100,63,73,83,115,176,41,161,111,168,344,39,2.69423558897243,0.0217721764004603
"3984","CNTRL",1948,894,1072,1500,2093,1750,955,1665,2235,1666,1336,1195,1.42054468535167,0.0311734174544081
"4021","COL28A1",18,37,30,14,6,9,39,12,19,11,6,31,0.372781065088757,0.00590593574358152
"4041","COL7A1",410,126,194,278,372,360,197,297,363,502,656,165,1.86131386861314,0.0170077925388828
"4044","COL9A1",563,120,254,243,389,415,340,525,659,408,533,333,1.58067997841338,0.0380008914867967
"4094","CORO2A",81,17,12,44,89,60,18,47,76,37,153,9,2.5524861878453,0.0489553746053493
"4141","CPEB4",2121,2334,2684,1544,1554,1863,2622,1572,1753,1164,770,2116,0.646449593919976,0.00769741672957342
"4285","CSGALNACT1",175,619,528,185,188,277,540,99,94,48,40,226,0.328200615926089,0.0273158170048319
"4293","CSMD3",704,300,502,468,217,220,560,506,537,157,28,479,0.552605376700962,0.0494170533027032
"4377","CTCFL",7,7,5,17,27,14,2,19,24,31,62,4,4.21428571428571,0.0214493015776821
"4398","CTNND2",9978,8171,11237,7515,6026,7967,11977,6160,7104,5680,6463,7046,0.704527573134969,0.0198052645265053
"4419","CTSL2",452,369,704,411,297,475,407,211,411,332,260,590,0.677122400272758,0.0409492793544159
"4509","CXorf64",29,85,107,4,2,14,98,1,1,1,1,55,0.0529100529100529,0.01555119287191
"4525","CYBA",69,99,5,10,120,182,5,153,243,159,85,16,4.61764705882353,0.00144382915576025
"4617","D2HGDH",624,424,536,520,360,463,522,363,394,473,438,496,0.79788597053171,0.0109740824650782
"4630","DAG1",15939,14278,15508,10233,8366,9060,18691,10330,10344,11727,9384,10097,0.698687843674038,0.0262009604243963
"4646","DARC",277,185,244,113,110,183,229,188,173,57,42,194,0.606280193236715,0.0445891991955388
"4703","DCLK1",6731,10183,8160,4601,4450,4548,7462,4359,5672,7420,3009,6133,0.680795008088745,0.0429834947567235
"4711","DCP1B",793,534,649,594,834,972,713,711,724,709,707,555,1.21339239187077,0.0458013210207955
"4723","DCTN6",1745,1490,1898,1199,1222,1344,1892,1140,1263,1353,1018,1284,0.771981489272192,0.0331941552275065
"4727","DCUN1D3",365,191,223,273,353,287,273,287,334,413,335,248,1.27717736808646,0.0417375000203881
"4748","DDR1",36096,28107,37069,23388,22337,28171,36620,22872,22649,20607,11447,26998,0.680286597478197,0.0124726219057085
"4795","DDX60L",62,58,38,69,108,134,59,94,68,159,251,46,2.45180722891566,0.0280820392542447
"4916","DHFRL1",541,360,507,438,378,446,483,350,428,388,380,458,0.85037674919268,0.0461132456154175
"4991","DKFZp451B082",71,62,117,53,19,63,57,31,29,22,6,103,0.367170626349892,0.00515541994919305
"5071","DNAH9",111,53,176,62,30,37,87,36,89,32,19,193,0.356304985337243,0.0271805172013861
"5084","DNAJB2",3003,2220,2623,1841,1537,1887,2643,1762,1725,1944,1442,1759,0.730853857619419,0.0240496835474683
"5105","DNAJC21",1328,799,716,1186,1442,1107,950,943,1195,1560,1814,821,1.3898275862069,0.0464057526701695
"5129","DNASE2",769,578,788,611,388,513,790,525,477,587,593,539,0.756564417177914,0.017531029716221
"5159","DOCK2",58,28,15,22,74,19,11,46,73,95,40,19,2.26797385620915,0.0396921597798921
"5194","DPH3P1",63,40,52,41,40,33,63,33,24,35,24,36,0.640677966101695,0.013535824265338
"5199","DPP10",732,674,830,930,601,713,1276,305,514,637,445,692,0.626217374366965,0.0186369276730558
"5223","DPYD",494,566,220,763,916,703,340,460,671,703,638,268,1.54319124858544,0.0445876202119599
"5237","DRD4",7,12,12,7,12,25,19,25,15,20,17,8,1.75384615384615,0.0180097702976765
"5249","DSCAML1",75,52,55,43,13,36,64,23,61,20,5,62,0.45014245014245,0.00885230944985198
"5271","DTHD1",72,192,181,9,16,46,82,129,12,3,1,199,0.281632653061224,0.0476735248559717
"5283","DTX4",13039,4537,4657,9701,14396,11448,8386,9655,13878,19800,10434,4536,1.7748127340824,0.0196458027142276
"5295","DUSP10",335,305,518,305,131,258,543,165,202,202,97,337,0.450277422108408,0.00319447707784794
"5302","DUSP18",459,364,430,273,213,276,348,288,304,250,225,344,0.701532912533814,0.00773990176771738
"5312","DUSP4",2473,1625,940,1992,4226,1720,2133,1912,2489,4587,3436,910,1.82368708428472,0.0396178119869393
"5378","EBF4",1436,879,1284,1078,748,961,1379,700,1007,758,690,831,0.706258167562073,0.0233893564742386
"5417","EDN1",14,7,11,33,50,21,13,33,38,90,131,18,3.78125,0.0476556577787924
"5433","EEF2K",1860,2987,2873,1672,1468,1563,2641,1098,1066,1996,1944,1571,0.671493678329903,0.0399951494109037
"5455","EFHD2",1418,1568,1150,905,777,872,1677,982,896,924,1020,887,0.71939513477975,0.0490600698369453
"5588","ELOVL2",4680,5202,7764,2475,1978,3796,6317,3873,4250,2516,1212,5346,0.554524288950415,0.0245878207904547
"5616","EML6",483,415,450,294,190,235,675,371,341,77,89,481,0.465689778413152,0.00580635563278768
"5638","ENHO",1441,1144,1960,600,408,842,2018,863,864,641,346,1309,0.467894239848914,0.0160784130868067
"5691","EPHA2",1658,1436,1078,1505,4026,2291,2601,1484,1656,4304,3640,772,1.92276243093923,0.0422120883712923
"5692","EPHA3",12945,7549,13040,6563,6204,10952,18936,11067,7747,2335,1904,15528,0.539276565496707,0.047440395936778
"5694","EPHA5",428,231,546,242,128,210,712,400,243,211,44,649,0.44017094017094,0.0260629261975409
"5703","EPHX1",715,861,853,412,357,520,923,382,339,611,634,514,0.664562879850397,0.0428285934853249
"5718","EPS8",2095,2006,1650,1699,2925,2175,1793,2164,2115,4275,3221,1479,1.57386681589256,0.0309212985053935
"5811","ETV6",1674,972,907,1301,1744,1517,1120,1216,1325,1604,1675,1006,1.30100286532951,0.0374118500296081
"5815","EVI2A",18,21,17,11,12,16,22,8,9,16,8,16,0.657142857142857,0.0226415051568999
"5866","F10",5,3,11,4,10,11,8,10,18,8,8,5,1.80555555555556,0.0329209925443761
"5905","FAH",328,134,74,241,273,222,139,293,227,289,410,146,1.61393596986817,0.0436262261212009
"5925","FAM107A",499,543,157,52,35,133,702,242,96,85,16,526,0.244856797095603,0.0275000000030388
"5944","FAM116B",959,536,685,517,498,586,840,491,510,386,265,538,0.671411042944785,0.0347939271672191
"5952","FAM120C",821,1163,1141,622,676,751,1265,497,569,587,519,796,0.619662534435262,0.0149649563202409
"5956","FAM123A",410,204,447,268,158,220,455,160,265,227,109,278,0.552376333656644,0.0152594947235084
"5978","FAM134B",311,575,449,271,97,189,341,144,185,159,165,407,0.398895497026338,0.00251665559772829
"5992","FAM13C",270,246,301,194,191,251,284,157,237,130,52,283,0.645120405576679,0.0265657728635045
"6058","FAM181B",2760,4805,5996,939,913,2978,7509,2236,1222,484,52,3289,0.311684718159538,0.0294909619279199
"6115","FAM24B",32,36,25,40,68,70,38,53,49,37,43,6,1.80790960451977,0.00990574025051663
"6179","FAM5B",26,35,27,19,5,14,8,3,11,7,1,11,0.325396825396825,0.0182745923434775
"6187","FAM65C",108,58,128,74,59,61,244,28,39,53,14,79,0.367583212735166,0.0462552095630281
"6195","FAM69C",84,659,637,58,3,12,191,45,27,5,36,214,0.0694519804666305,0.0490363353952352
"6209","FAM73A",519,438,507,382,394,429,452,371,415,450,352,479,0.868203096867123,0.0394021773821306
"6243","FAM83D",2637,781,746,2083,2359,1510,923,2384,2816,2043,2177,884,1.64998758380929,0.049884605897074
"6248","FAM84A",263,444,502,229,99,171,245,94,148,179,160,165,0.460497835497836,0.0271133919480538
"6254","FAM86C2P",203,216,229,141,140,160,247,165,131,160,182,182,0.770114942528736,0.0282085353637374
"6262","FAM90A1",20,16,30,21,13,24,20,13,11,7,11,17,0.637096774193548,0.0365396530687878
"6378","FBXO36",528,416,686,327,272,408,540,502,420,328,227,602,0.696030977734753,0.0426692040309957
"6390","FBXO48",61,30,27,41,68,55,38,66,73,48,44,40,1.49367088607595,0.0171675601107338
"6452","FER1L6",18,7,12,10,33,17,10,36,21,30,24,6,2.55555555555556,0.00152508122988115
"6457","FERMT3",25,16,13,13,32,28,14,20,21,31,14,16,1.50515463917526,0.0435116896253206
"6481","FGF14",131,78,23,43,125,106,63,218,100,283,96,38,2.46808510638298,0.0341466035426728
"6530","FIGN",953,797,338,935,1475,944,788,889,1263,2476,1549,590,1.95319245625994,0.0302688278734942
"6540","FJX1",3847,4275,6002,2078,2174,3038,2878,2325,2006,2050,924,3632,0.55111835153223,0.0258616597502181
"6563","FKTN",1503,1209,1420,1147,1093,1325,1607,1167,1205,1124,1012,1262,0.850024545900835,0.0441059317155187
"6572","FLJ11235",22,13,13,21,14,15,6,43,36,42,22,8,2.07228915662651,0.0426353832743881
"6600","FLJ30838",40,15,40,34,19,28,34,10,24,6,10,35,0.48989898989899,0.00910858797588007
"6645","FLJ41484",12,10,18,2,15,29,8,20,22,15,11,10,1.86666666666667,0.0287692133541361
"6659","FLJ43390",86,42,33,39,11,16,5,16,19,5,3,87,0.23972602739726,0.0363105999148518
"6715","FN3K",449,332,384,300,201,217,420,267,230,275,264,229,0.687795648060549,0.0197174021343192
"6741","FOSB",20,4,7,3,14,15,7,14,22,44,56,8,3.36734693877551,0.0469437248395998
"6779","FOXN2",993,694,719,942,1187,1065,1134,1030,1128,1531,954,635,1.34746922024624,0.0287448702901609
"6789","FOXP4",3401,946,769,2773,3799,2554,1100,2301,3176,3762,4699,1039,2.02343438372557,0.0158185200263614
"6808","FREM2",2905,5765,7779,2293,2909,2502,5051,1597,1938,3190,602,2948,0.476347182229535,0.0437516434446643
"6895","FXYD6",14154,11837,15046,9779,7420,9845,16626,7462,10484,8600,6196,7648,0.66596084698362,0.0290167849109745
"6907","FZD5",2094,682,440,2515,3945,2414,1559,1469,2601,3867,1680,938,1.94166261545941,0.0410116780790801
"6931","GABBR2",1713,1005,661,252,58,292,472,261,274,85,72,1234,0.195240771969271,0.0214678652196176
"6999","GALNT13",1057,1080,1543,599,405,659,1066,741,774,534,348,1319,0.519357743097239,0.00704252793863868
"7002","GALNT3",26,37,37,18,12,17,27,18,26,26,5,27,0.604651162790698,0.0295546795821658
"7036","GAS2L3",718,503,326,761,1110,766,616,900,865,1468,956,407,1.82077454217953,0.00536412458759117
"7044","GATA3",2126,389,1750,970,496,1255,1671,916,996,71,11,1565,0.442096564750325,0.0392639026490758
"7052","GATM",2231,2208,3682,1232,1299,1912,2726,1860,1934,1103,617,2442,0.600853935679361,0.0368738733833065
"7076","GCA",749,513,780,481,444,583,729,545,497,584,322,715,0.749936980085707,0.0344557659124114
"7098","GCNT4",17,28,26,25,28,22,8,33,27,57,54,12,1.9051724137931,0.0367084543954948
"7115","GDF6",82,36,4,48,38,100,6,70,47,98,149,13,2.65608465608466,0.0326822781905642
"7117","GDF9",29,10,24,30,8,13,31,20,23,20,2,28,0.565789473684211,0.0391083505104614
"7118","GDI1",24169,17546,23500,15537,14283,17508,27610,16381,16666,15662,10735,15681,0.735511072773151,0.0484503063675086
"7122","GDPD2",914,719,505,608,431,457,546,486,577,528,227,787,0.663397891640108,0.0186256639222041
"7251","GLIPR2",3474,3280,3733,2219,2407,2373,4774,1508,1749,3314,2793,3046,0.689077267855403,0.0365173195955022
"7265","GLRB",388,373,615,296,250,356,381,210,238,296,196,423,0.624394184168013,0.0153817638054271
"7274","GLT25D2",1657,1892,1421,901,839,930,1710,524,661,1075,950,687,0.602201257861635,0.0383342842265358
"7332","GNB5",1100,928,1035,1017,718,710,1358,683,789,785,707,700,0.715542521994135,0.0203491582649671
"7393","GOLM1",9505,10296,12407,6099,5363,6789,12003,7084,6511,6283,5782,9858,0.628440366972477,0.00855433184780917
"7446","GPM6A",12572,21671,28181,10746,7911,11676,30159,8087,8455,13301,5238,11188,0.477378904442135,0.0381119506741198
"7447","GPM6B",30451,27455,28104,21637,19907,23495,32603,17665,19022,23601,9654,26737,0.67875942438633,0.00704027276659161
"7489","GPR155",426,565,882,331,280,399,533,377,212,414,205,616,0.562779600357888,0.0238861596639552
"7522","GPR37L1",107,269,329,52,29,67,195,81,59,18,16,134,0.248618784530387,0.02276313978386
"7530","GPR56",12717,19864,19972,9500,6438,11778,26746,7621,9245,7905,3522,12525,0.45901267221981,0.0157390925811442
"7584","GRAP",5,5,10,12,36,13,14,9,15,29,27,10,2.30357142857143,0.0372927693452886
"7602","GRIA3",531,1316,973,418,167,380,1677,593,402,257,202,453,0.372764530551416,0.0451810214392869
"7605","GRID2",324,368,602,127,64,157,783,345,257,49,61,442,0.352607709750567,0.0281740214225732
"7609","GRIK2",1602,1470,1400,807,562,516,1339,511,1178,1148,921,1346,0.607232546459066,0.0123579640393951
"7614","GRIN2A",506,256,172,217,75,240,305,115,168,41,75,363,0.392523364485981,0.0117847924253286
"7618","GRIN3A",37,38,79,148,33,35,112,28,45,28,17,60,0.392405063291139,0.0435034847376004
"7637","GRM8",126,78,180,90,41,114,154,59,52,26,30,52,0.473529411764706,0.0343185841568557
"7731","GUCA1A",7,7,5,2,10,21,17,5,19,22,15,7,2.04444444444444,0.0473784736655843
"7837","HAVCR2",14,6,14,14,18,18,13,18,20,13,12,11,1.375,0.0344701429393952
"7971","HFE",10,5,4,3,6,14,9,19,11,14,29,4,2.65714285714286,0.0284942827408288
"7992","HIBADH",769,493,620,639,700,743,662,665,757,717,973,562,1.21628838451268,0.0452876816223932
"8009","HIP1",9791,9660,9633,7764,7380,7320,10211,6145,6944,5809,4000,6160,0.706477010090381,0.0109969607555452
"8062","HIST1H4C",4,1,4,1,5,1,1,4,9,11,5,1,2.91666666666667,0.0488717032133911
"8075","HIST2H2AC",28,15,10,22,38,27,6,17,25,32,32,14,1.8,0.0166919340636041
"8082","HIST2H3D",13,5,2,2,5,16,1,21,18,5,10,3,2.88461538461539,0.0378140570980301
"8096","HKDC1",61,55,63,40,21,31,58,49,16,25,6,67,0.430232558139535,0.00148147729053309
"8125","HLCS",1628,1143,1196,1414,1787,1643,1344,1308,1528,1506,1892,1140,1.22873490146217,0.0273524882837979
"8146","HMGCS1",50373,46608,75961,36604,37332,42019,57193,39664,40969,36921,22152,46678,0.698931455536873,0.0365585949818361
"8290","HRK",13,18,12,7,3,13,20,4,4,4,1,14,0.345238095238095,0.0047995871556216
"8385","HTATIP2",43,12,13,16,37,59,28,70,50,106,96,22,3.11940298507463,0.00564060669295449
"8434","IBTK",2823,1968,2284,2297,2637,2747,2593,2484,2772,2937,3056,2540,1.1467080317132,0.0402143969343679
"8435","ICA1",134,102,170,126,69,95,297,55,104,74,42,106,0.46951871657754,0.0389532310375894
"8436","ICA1L",704,568,874,498,482,607,817,543,637,406,225,643,0.706627680311891,0.0408390307176405
"8450","ID3",8972,3531,1172,6238,9147,9515,859,4062,6501,10438,9024,1809,2.15610468978345,0.0258132473818931
"8451","ID4",7038,8240,8495,3893,2597,6376,11130,5534,5159,5678,2243,6399,0.61039938046244,0.0385509760432748
"8465","IDUA",332,158,247,134,130,206,315,127,150,101,102,250,0.568245125348189,0.0242853781825142
"8474","IFI27",19,15,18,12,5,6,10,3,3,11,7,9,0.421686746987952,0.00403493707551423
"8476","IFI27L2",559,513,491,332,204,411,506,384,313,301,384,317,0.734731420161884,0.04585731906427
"8509","IFNAR1",3410,3597,3908,2420,2579,2751,4849,2236,2172,2848,2506,2899,0.715837404543945,0.0322489586970978
"8551","IGFBP7",176,427,132,642,483,899,24,622,447,2200,1703,295,3.74646226415094,0.0468429106260677
"8567","IGSF11",2054,1614,3649,1575,613,1627,2248,1949,1650,158,16,2402,0.444025993206321,0.0220472764273662
"8572","IGSF5",74,40,81,54,44,54,52,27,24,32,26,38,0.610619469026549,0.0325923880417845
"8579","IKBIP",1319,848,864,840,1302,1143,1075,968,1103,1467,1344,684,1.30142095914742,0.0385063693585344
