GH17J037399	ZNF10||CEBPB||RFX5||JUND||FOS||SCRT2
GH19J012983	EZH2||ZNF654||MYC||JUND||ZNF580||ZMYM3||ATF2||CEBPA||ZNF10||NFIC||ZIC2||ZBTB10||MXD4||NONO||CTCF||REST||CEBPB||SIN3A||TRIM22||BHLHE40||ZNF341||MNT||KLF7||ZNF148||MAX||KMT2B||RAD51||THAP11||FOXA2||KLF9||HCFC1||NBN||SMAD4||ZNF511||SAP130||RAD21||SMC3||ETV4||MIER3||NKRF||RUNX1||RARA||TRIM25||YY1||GABPB1||DMAP1||TEAD3||ZSCAN9||EBF1||ZNF843||ZBTB5||RBM22||SMARCA5||USF2||ZNF146||SKIL||ZFP91||DRAP1||TBP||GLI4||HLTF||IRF9||ZBTB48||MLLT1||SOX5||ZNF318||SMARCA4||ZNF2||EHMT2||ZNF189||INSM2||HDAC2||NCOA1||EP400||HMG20A||SCRT1||MXD3||FOXK2||ZEB2||NRF1||EGR1||ZBTB33||RBPJ||IKZF1||GATAD1||ZNF48||RB1||TCF12||MIER2||MTA2||HDGF||NR2F1||ATF4||ARHGAP35||CBLL2||HNRNPL||MAFK||ZNF792||ZNF143||TFAP4||HDAC8||ELF3||RFX1||IKZF5||RXRB||ZNF398||SP7||KLF1||L3MBTL2||CEBPG||ZNF548||LARP7||MEIS2||NFIA||HDAC1||DPF2||ZNF217||ARID4B||PKNOX1||CREM||NR2F6||MCM2||PHF20||KDM3A||GMEB1||KLF5||CREB1||HNF1A||NR2C1||RFX5||ZNF184||SMARCE1||NFIL3||ZBTB8A||ZFP3||ZNF687||ZNF324||HLF||TARDBP||ZXDB||ATF1||ZSCAN26||MLX||DNMT1||ARID2||KDM1A||TSC22D4||EGR2||TGIF2||ZNF791||ZNF175||ZNF24||ZNF692||GATAD2A||ZNF473||DACH1||SP5||NFKBIZ||CBFA2T2||ZNF776||XRCC5||CDC5L||PATZ1||IRF2||RNF2||MTA1||TRIM24||CTBP1||ZNF311||SOX6||ZKSCAN8||KAT8||ZNF512||TFDP1||ETS1||SOX13||POLR2A||TAF1||PHF8||NR4A1||MTA3||GTF2F1||BCOR||ATF7||ZKSCAN1||PRDM2||ZNF211||ARNT||AHR||FOXA3||ZGPAT||RBFOX2||RELB||TFE3||ZNF155||EP300||CC2D1A||ZFHX2||BRD9||GATAD2B||AFF1||ZBTB25||KLF17||ZNF274||ZNF621||CBFA2T3||ZNF335||MAZ||KLF6||ZBTB2||MGA||PHB2||ZBTB26||ZNF444||ERF
GH19J012834	ZNF207||KLF9||REST||SIN3A||ZFP64||HOMEZ||ARNT||DMAP1||TEAD3||THRB||KAT7||MAX||RELA||FOXP1||DRAP1||KDM1A||SOX5||CTCF||SMARCA4||GTF2F1||EHMT2||NCOA1||RCOR1||HDAC2||MIER2||NR2F1||RBM39||ZBTB40||L3MBTL2||TRIM28||NR2F6||KDM3A||GMEB1||NCOA6||ZNF644||PAF1||ZXDB||ATF1||PTTG1||MBD1||MLX||HNRNPL||ZHX2||RNF2||ZNF24||ZBTB17||ZKSCAN8||ZNF143||NR4A1||GABPA||LEF1||MNT||SREBF1||RCOR2||CBX3||MEF2D||FOXA3||CC2D1A||AFF1||PBX2||TEAD1||MAZ||MIER1||ZBTB26||XRCC5
GH19J013006	ZNF768||ZFP36||ZMYM3
GH19J013003	
GH19J013039	ZIC2||PRDM6||GLIS1
GH19J013186	SMAD5||ZBTB33||NFYC||NFATC3||ZNF366||MTA3
GH01J119510	
GH01J119516	CTCF
GH01J119517	
GH01J119481	HNF4A
GH01J119484	
GH01J119549	ZNF654||ZNF600||CTCF||RAD21||ZNF366||ZNF692||ZNF143||TRIM22||ZNF335||ZNF444
GH01J119475	ZNF654||FEZF1||CTCF||RAD21||SMC3||HNF4A||MAZ||ZNF143||GLIS1||TRIM28||XRCC5||ZNF335
GH01J119450	CTCF||RAD21||HMBOX1
GH01J119562	ZNF341||JUND||CTCF||SPI1||BATF||FOXA1||RFX1||JUNB||CREB1||CEBPB||ZNF366||FOS||ZNF512||ETV6||PRDM1
GH01J119452	SPI1||ZNF512
GH01J119466	CEBPA||YY1||FOXA2||RXRA||ZBTB33||JUND||FOXP1||SOX5||HNF4A||HHEX||FOXA1||RAD21||REST||CEBPG||MAX||SP1||ARID3A||HNF1A||SOX13||ZNF384||HNF4G||ATF3
GH01J119542	CEBPA||ATF3||YY1||ZNF341||FOXA2||CTBP1||RXRA||ZBTB33||JUND||BCL6||SMARCE1||PKNOX1||HNF4A||FOXA1||RAD21||DPF2||REST||MAX||SP1||CREB1||EGR1||MNT||TAF1||ZNF24||FOS||HNF4G||FOXA3||NR2F2
GH01J119442	
GH01J119589	HNF4A||SP1
GH01J119423	ZNF664
GH01J119553	ZNF580||NFIC||ZIC2||FEZF1||ZNF341||ZNF610||ZNF843||PRDM6||ZBTB48||SCRT1||TCF12||TEAD4||ZNF398||SP7||ZNF18||PRDM4||SP1||ZNF561||ZNF792||CTCF||ZBTB8A||ZXDB||ZNF692||ZNF660||CBFA2T2||OSR2||FOS||MZF1||ZBTB17||ZNF680||PRDM10||PRDM1||CBFA2T3||ZBTB44||ZSCAN5C||WT1
GH01J119555	SPI1
GH01J119572	
GH01J119440	ZNF341
GH01J119580	
GH01J119435	
GH01J119586	ZIC2||FEZF1||SMAD4||PRDM4||NFIA||ZXDB||PRDM1||SCRT2
GH01J119428	
GH01J119582	ZNF654||CTCF||ZNF217||RAD21||SMC3||CREM||CREB1||ATF1||TRIM22||HMBOX1||ZNF335
GH01J119431	
GH01J119451	YY1||RXRA||HNF4A||RAD21||SP1||HNF4G
GH01J119561	
GH01J119611	ZNF654||CTCF||REST||TRIM22||RAD21||SMC3||MAX||ELF1||ZNF143||ZEB2||KLF16||CTBP1||ZBTB26||RB1||USF1||ZNF335||XRCC5
GH01J119609	ATF2||CREB1||CEBPB||ATF7||CEBPG
GH01J119593	CUX1||SPI1||HNF4A||EP300
GH01J119618	SUPT5H||FOS||IKZF1||POLR2B
GH01J119621	
GH01J119605	ZNF600||ZFP91||CTCF||SPI1||PKNOX1||YY2||ZNF366||ATF3||CREB1||FOS||RXRA||PRDM1||NR2F2
GH01J119630	MXD4||BHLHE40||HOMEZ||SIN3A||THAP11||SMAD4||RXRA||SAP130||RARA||DMAP1||GABPB1||TEAD3||ZSCAN9||THRB||RBM22||MBD1||BCL6||HNF4A||MXD3||RBPJ||ZNF48||RAD21||NFYC||HNRNPH1||TFAP4||ZNF652||ELF3||RXRB||IKZF5||SP1||NFIA||ARID4B||KDM3A||HNF1A||ZNF580||PPARG||HNRNPL||EGR2||TGIF2||SP5||IRF2||CHD2||ZBTB26||KAT8||TFDP1||SOX13||TAF1||PHF8||EP300||RNF2||POLR2A||ZGPAT||USF1||RBFOX2||TFE3||ZFHX2||PRDM1||KLF6||ERF
GH01J119628	
GH01J119627	ATF2||ZIC2||FEZF1||ZNF843||BCL11B||ZNF189||ZNF24||JUND||ZBTB21||GLIS1||ZNF398||SP7||PRDM4||KLF10||ZNF366||PKNOX1||CTBP1||ZNF629||ZNF692||ZNF660||MYNN||ZBTB17||ZNF558||SCRT2
GH01J119638	ZNF652||ZNF18||PKNOX1||SOX13||FOS||PRDM1
GH01J119613	ZNF654||ZNF600||CTCF||REST||TRIM22||ARNT||THAP11||KLF9||RAD21||SMC3||ZBTB48||ZNF2||MAX||ZFP37||RB1||ZNF48||ZNF143||LARP7||ARID4B||ZNF366||PKNOX1||ARID2||ZNF24||IRF2||CC2D1A||HMBOX1||SMARCA5||ERF
GH01J119614	
GH01J119615	
GH01J119635	FEZF1||ZNF639||ZNF843||INSM2||ZNF24||SP7||TRIM28||ZNF366||ZNF629||GFI1B||ZNF335||HIC1||ZNF184
GH16J067939	SSRP1||RBM22||BHLHE40||SUPT5H||POLR2A||RAD51||HMG20A||ZNF580||PAF1||EGR2||MAX||TCF12||USF1||RBFOX2||ZFHX2||SCRT2
GH16J067948	ZNF341||ZNF217||CTBP1||SIN3A||NCOA3||KLF1||ZNF687||MNT||EGR2||ZNF24||MTA3||TARDBP||RBFOX2||RCOR1||GATAD2B||ZNF444
GH16J067950	SSRP1||RBFOX2
GH16J067933	SSRP1||POLR2A||ZIC2
GH16J067954	SSRP1||YY1||RXRA||JUND||HNF4A||REST||SP1||PAF1||MAX||HNF4G
GH16J067955	SSRP1||AHR
GH16J067957	IKZF1||ZNF592||NFIC||ZIC2||YY1||HOMEZ||ZNF217||MBD2||ELF1||CTBP1||RXRA||RFX5||RBM22||JUND||SIN3A||HNF4A||MAZ||EGR1||RAD21||RAD51||NFIB||KLF1||MAX||SP1||GABPB1||ZNF687||MNT||ATF3||CREB1||EP300||ZNF579||RBFOX2||GABPA||NR2F2||FOS||EMSY||ZNF444
GH16J067926	ZIC2||CTCF||MNT||ZBTB20
GH16J067920	
GH16J067921	MYC||REST||BHLHE40||SPI1||NR2F6||MAFF||HDAC1||DPF2||CREM||ZNF692||CTBP1||ZNF512||PRDM10||ZBTB20||TARDBP||NR2F1
GH16J067915	JUND||ZIC2||YY1||REST||MNT||RXRA||RAD21||CTCF||FOSL2||ZFP91||PKNOX1||HNF4A||SCRT1||ZEB2||ZBTB21||BHLHE40||SP7||SP1||MEIS2||NFIA||GATA2||JUN||DPF2||ARID1B||CREM||JUNB||CREB1||SMARCE1||ZSCAN4||HLF||ATF1||ATF3||ZNF629||MAX||SP5||ZNF24||FOS||ESRRA||CHD2||CTBP1||HNF4G||PRDM10||SIN3A||PRDM1||SCRT2||HDAC1||SMARCA4
GH16J067983	BCLAF1||SP1||NCOR1||IKZF1||ZNF592||NFIC||BCL11A||HES1||BHLHE40||MBD2||ARNT||NFATC3||FOXA2||NBN||SMAD4||RXRA||TARDBP||IRF4||RUNX1||TAL1||RARA||EBF1||CBFB||NFE2||SKIL||MYNN||STAT5A||SPI1||SMARCA4||EHMT2||ETV1||FOXM1||RAD51||HDAC2||NCOA1||FOXK2||ZEB2||ZBTB33||EGR1||NRF1||NFATC1||TCF12||MTA2||HDGF||NR2F1||RLF||MTA3||NR2F6||POLR2A||ATF2||TEAD4||ZNF652||RXRB||L3MBTL2||MEIS2||HDAC1||ZBED1||DPF2||ARID1B||CREM||GMEB1||NR2C1||GABPB1||SMARCE1||TBL1XR1||KDM1A||CBFA2T2||KLF16||RNF2||IKZF2||TRIM24||CTBP1||ZNF24||SOX6||EED||PRDM10||ZNF143||PKNOX1||RUNX3||ETV6||TRIM28||ATF7||LEF1||GATAD2A||MNT||ZSCAN29||EP300||MEF2D||FOXA3||NR2F2||CC2D1A||ZNF121||CBFA2T3||PML||SMARCA5||ZBTB2||PHB2
GH16J067896	HLF||RFX1||PRDM10||PRDM1
GH16J068012	ZIC2||REST||GABPA||MYC||POLR2A||GLIS1||CEBPB||KLF16
GH16J067760	YY1||RXRA||JUND||HNF4A||RAD21||REST||MAX||SP1||KLF1||GABPA||NR2F2
GH16J067503	MYC||ZNF592||SMAD5||BHLHE40||MNT||MAX||ZNF217||NFATC3||NBN||ELF1||USF2||FOSL2||ZFP91||CBX1||POLR2A||ZNF318||SUPT5H||ETV1||RAD51||HDAC2||EP400||ZNF384||FOXK2||ZEB2||ZC3H8||EGR1||NRF1||CHAMP1||ATF4||ARNT||ZBTB40||KLF1||L3MBTL2||MEIS2||ZMYM3||HDAC1||DPF2||ARID1B||CREM||GMEB1||NR2C1||GABPB1||ZNF366||SMARCE1||PKNOX1||ATF1||TBL1XR1||ZNF280D||KDM1A||ATF3||ZSCAN21||EGR2||ZNF24||ZNF354B||CREB1||FOS||TRIM24||CTBP1||SOX6||NFRKB||ATF2||MTA3||GABPA||BCOR||ATF7||LEF1||SREBF1||MTA2||EP300||CC2D1A||ZFHX2||ZNF121||KLF17||SP1||SMARCA5||NR2F1||ZBTB2||SMARCA4||MGA||WT1
GH16J068210	TCF7||JUNB||PRDM4||ETV6
GH16J068214	
GH05J001525	SPI1||POLR2A
GH05J001511	POLR2A||ZIC2||ZNF217||CTCF||CEBPB||ZFP64||ZBTB7B||MBD2||ELF1||CTBP1||SP2||SAP130||RAD21||CUX1||SMC3||YY1||FOSL2||SIN3A||JUND||TCF7L2||ZNF189||SMARCE1||PKNOX1||INSM2||MAFK||FOXA1||MAZ||TAF1||EGR1||BHLHE40||DPF2||RAD51||TOE1||RFX1||NFIB||GLIS1||NCOA3||SP7||SP1||JUN||CREB1||RFX5||KLF1||ZNF366||ZNF687||ZEB2||MNT||CHD1||ZNF629||EGR2||KDM1A||ZHX2||ZFX||FOS||EP300||MTA1||ZBTB17||GLIS2||USF2||ATF7||TARDBP||ZNF592||KLF8||GTF2F1||BMI1||ZKSCAN1||SREBF1||TSHZ1||CHD2||RBFOX2||ZFHX2||KLF17||RCOR1||GATAD2B||SCRT2||ZNF184||ZNF444
GH05J001535	CEBPA||YY1||CEBPB||BHLHE40||HOMEZ||IRF2||PRDM1||RXRA||SAP130||IRF4||RARA||TEAD3||ZSCAN9||EBF1||FOSL2||TAF1||DRAP1||SOX5||BATF||IKZF1||HDGF||DPF2||TFAP4||JUNB||BACH1||HNF4A||NCOA3||CEBPG||POLR2A||ARID4B||ZNF687||HLF||REST||CREM||MTA2||IRF3||ZNF512||EED||TCF12||IKZF2||CREB1||NBN||RUNX3||ARNT||RELB||GATAD2B||ERF
GH05J001512	ZEB2
GH05J001539	ZBTB7B||HES1||CTBP1||E4F1||BCL11B||NR2F1||NR2F6||TARDBP||ZNF207||ZKSCAN1||FOXK2
GH05J001541	CEBPB||MAX||EP300||STAT3||TBP||USF2||GABPA||ATF2||POLR2A||KLF1||HLF
GH05J001506	POLR2A
GH05J001540	CTCF||NR2F1||RAD21
GH05J001505	POLR2A||FEZF1||RAD51||KLF1||CBFA2T2||USF2||USF1||ZBTB44
GH05J001500	NCOR1||ZNF600||POLR2A||ZIC2||BCL11A||CTCF||ZNF592||SIN3A||MNT||KLF9||TAL1||ZNF316||EBF1||SMARCA5||MAX||BCL11B||BHLHE40||SPI1||MYC||PKNOX1||MAFG||STAT5A||IKZF1||NFATC1||TCF12||MTA2||HDGF||MTA3||ATF2||TEAD4||ZNF18||L3MBTL2||MEIS2||HDAC1||KLF10||KLF1||KDM1A||CBFA2T2||ZNF687||RAD51||MTA1||SOX6||ZBTB33||GLIS2||EED||RNF2||ZNF143||GTF2F1||ETV6||GATAD2B||NRF1||HMBOX1||SP1||CBFA2T3||SCRT2||MGA||EMSY
GH05J001547	
GH05J001548	GATA2||CEBPB||FOS||RAD21||EP300||GATAD2B||SCRT2
GH05J001546	
GH05J001543	ZEB1||SCRT1||ZEB2||ZNF18||SREBF1||CTBP1||CBFA2T2||TCF12||GATAD2B
GH05J001554	ZMYM3||KLF9||CEBPA||MXD4||FOXA1||KLF11||ZFP64||HOMEZ||ZBTB7B||ZNF217||KMT2B||THAP11||MBD2||ELF1||FOXA2||KDM6A||CTBP1||MAFF||SMAD4||ZNF511||SAP130||ETV4||MLLT1||MIER3||RARA||DMAP1||GABPB1||TEAD3||ZSCAN9||THRB||KAT7||SIN3A||FOSL2||JUND||CREM||FOXP1||MAFK||DRAP1||MBD1||BCL6||ZNF205||KDM1A||SOX5||PKNOX1||TBX3||HMG20A||MAZ||MXD3||HBP1||RBPJ||HHEX||GATAD1||ZNF48||MIER2||HMG20B||BHLHE40||NFYC||DPF2||ZNF792||TFAP4||ZNF652||GATA4||NFIB||NR2F6||NCOA3||ELF3||IKZF5||RXRB||CEBPG||NFIA||ATF1||JUN||ARID4B||KDM3A||ARID3A||CREB1||ZNF580||HNF1A||ZNF644||SOX13||PPARG||NFIL3||PAF1||NR2F1||ZNF687||HLF||MNT||RAD21||MLX||HNRNPL||TGIF2||MIXL1||GATAD2A||ZHX2||ZNF24||ZFX||SP5||NFKBIZ||TCF7||FOS||RFX1||IRF2||ESRRA||EP300||MTA1||ZBTB26||ZBTB33||ZKSCAN8||KAT8||ATF7||TFDP1||ETS1||ZNF579||TARDBP||ZNF592||PHF8||GABPA||GTF2F1||RNF2||RCOR2||RERE||AHR||FOXA3||ZGPAT||RBFOX2||RFXANK||TFE3||CEBPB||PBX2||ZBTB25||RCOR1||TEAD1||KLF6||ERF||GMEB2
GH05J001484	BCLAF1||SP1||ZNF207||POLR2A||BCL11A||ZNF592||SIN3A||TARDBP||TRIM22||IRF4||ZBTB33||EBF1||CBFB||MAX||SMARCA5||ASH2L||TAF1||BHLHE40||SPI1||BATF||ELF1||CTCF||ZNF24||STAT5A||IKZF1||RB1||NFATC1||HDGF||NR2F1||CHD4||MTA3||ATF2||JUNB||BACH1||STAT1||NKRF||ZBED1||PKNOX1||KLF5||KLF1||SMAD5||TBL1XR1||ZNF687||IKZF2||CREM||MTA2||YY1||EED||LARP7||TCF12||ZNF143||DPF2||NBN||RUNX3||ETV6||ARNT||RELB||FOS||GATAD2B||MAZ||MLLT1
GH05J001562	NFIB||TARDBP||ZKSCAN1
GH05J001549	ZNF623||NR2F6||NR2C1||CEBPB||HLF||KDM1A||NR2F1
GH05J001563	CEBPA||CHD4||REST||CHD2||HOMEZ||KMT2B||FOXA2||SMAD4||ZNF511||SAP130||RARA||DMAP1||GABPB1||ZNF316||ZSCAN9||THRB||KAT7||NFE2||CREM||MAFK||DRAP1||JUND||BCL6||PRDM10||ZNF205||ZNF189||HMG20A||MAFG||HBP1||RBPJ||ZNF48||MIER2||ZNF792||NR2F6||IKZF5||RXRB||SP7||L3MBTL2||KDM3A||ZNF644||NFIL3||MIXL1||GATAD2A||SP5||NFKBIZ||TCF7||IRF2||ZBTB26||ZKSCAN8||TFDP1||SOX13||PKNOX1||BACH1||RCOR2||ZSCAN29||POLR2A||FOXA3||ZGPAT||TFE3||ZBTB25||EMSY
GH05J001476	BCLAF1||CEBPA||POLR2A||CTCF||REST||CEBPB||TRIM22||ZBTB7B||RXRA||RAD21||SMC3||EBF1||SPI1||MYC||MAX||MAFK||ZEB2||IKZF1||RB1||HDGF||NR2F1||ZNF143||STAT1||GLIS1||CEBPG||KLF1||HLF||ARID2||EGR2||ZNF687||PATZ1||IKZF2||MTA1||CREM||YY1||EED||TCF12||RUNX3||MTA3||BACH1||ZFHX2||SP1||ZNF444
GH05J001565	SMAD4||RARA||RXRB||NR2F6||HNRNPL
GH05J001567	CEBPA||YY1||MXD4||CEBPB||HOMEZ||FOXA2||MAFF||SMAD4||RXRA||ZNF511||SAP130||RARA||DMAP1||ZNF316||TEAD3||THRB||NFE2||JUND||CREM||FOXP1||MAFK||KDM1A||SOX5||NFE2L2||HNF4A||TBX3||MAFG||RBPJ||HMG20B||BHLHE40||LCORL||NR2F6||ELF3||RXRB||CEBPG||MAX||SP1||NFIA||ATF1||ARID4B||CREB1||PPARG||NFIL3||ZNF384||FOXK2||TGIF2||MIXL1||SMARCC2||GATAD2A||SP5||IRF2||ETS1||SOX13||ZNF592||ZHX2||ATF7||MNT||RCOR2||POLR2A||FOXA3||ZGPAT||RBFOX2||NR2F2||SIN3A||TEAD1||EMSY
GH05J001582	
GH05J001608	HES1||RUNX1||ZNF189||HDAC2||BHLHE40||MEIS2||HDAC1||MLLT1||KDM1A||GFI1B||IKZF1||FOS||CEBPB||CBFA2T3
GH05J001573	ZNF217||NCOA3||ZNF687||CREB1
GH05J001474	POLR2A||NFATC1
GH05J001475	
GH05J001449	ZIC2||ZNF157
GH05J001600	POLR2A||YY1||SIN3A||CTCF||TAF1||RAD21||CTBP1||ZNF579||ZNF444
GH05J001601	ZNF654||ZNF10||POLR2A||REST||SIX4||RAD21||YY1||SIN3A||CTCF||MAZ||TAF1||GLIS1||KLF1||CTBP1||ZNF579||TRIM22||SMARCA5||ZNF444
GH05J001470	MXD4||SMAD4||RXRA||SAP130||RARA||SOX5||HNF4A||RBPJ||ZNF48||RAD21||TFAP4||SP1||NFIA||ARID4B||SOX13||POLR2A
GH05J001469	JUND||POLR2A||FOS
GH05J001617	EZH2||ZIC2||ZNF138
GH05J001670	NFE2||MAX||ZNF26||CREB1||EGR2||FOS||MNT||ZFHX2
GH05J001659	EZH2||MAFF||MAFK||GATA2
GH05J001635	PRDM4||PKNOX1||SCRT2
GH05J001708	TAF1
GH05J001668	ZIC2||ZNF341||ZBTB48||EGR1||DPF2||GMEB1||KLF1||EGR2||KDM1A||CBFA2T2||FOS||GLIS2||ZFHX2||EZH2||CBFA2T3||SMARCA4
GH05J001702	ZNF316||NFE2||EZH2||MAFG||EGR1||MAFK||KDM1A||BACH1||EMSY
GH05J001641	BCLAF1||ZNF654||REST||ZNF592||DEK||TRIM22||CTCF||MAX||ARNT||THAP11||HCFC1||SMAD4||ZNF511||SAP130||RAD21||RFX5||SMC3||TEAD3||NUFIP1||ZSCAN9||SMARCA5||JUND||ZNF143||MLLT1||SOX5||ZNF2||MYC||HNF4A||FOXK2||GATAD1||MIER2||MAFF||TEAD4||STAT1||ELF3||RXRB||IKZF5||ARID4B||CREM||ZNF561||KDM3A||TEAD2||CREB1||NFIL3||ATF1||TBL1XR1||MBD1||MNT||EGR2||MIXL1||ZNF692||GATAD2A||SP5||KLF16||XRCC5||IRF2||MAFK||RNF2||YY1||ZKSCAN8||KAT8||ZBTB6||PKNOX1||KLF8||RB1||ZSCAN29||CBX3||FOXA3||ZGPAT||CC2D1A||PRDM1||TEAD1||ZBTB44||ZNF444
GH05J001643	EZH2||CBX2||ZBTB20
GH05J001725	ZBTB33||EGR1||EGR2||ZFHX2
GH05J001768	EGR2||ZFHX2||NFIB
GH05J001763	EZH2||REST||TRIM22||CTCF||SIN3A||RAD21||SMC3||MAX||ZNF24||ZNF143||ZBTB33||ZNF444
GH05J001782	SP1||ZNF207||BCL11A||ZNF592||TRIM22||FEZF1||IRF4||ZBTB33||EBF1||CBFB||ZNF843||SMARCA5||ZSCAN5A||BHLHE40||ZBTB48||ZNF189||INSM2||ELF1||IKZF1||NRF1||BMI1||RB1||HDGF||NR2F1||CBLL2||TCF7||MTA3||ATF2||JUNB||GLIS1||SP7||TCF12||MEIS2||ZNF350||ZBED1||PKNOX1||ZNF561||ZNF701||KLF5||YY2||KLF1||ZNF184||ZNF785||ARID3A||ZNF366||BCL6B||TARDBP||ZEB2||MNT||OSR2||ZNF687||IKZF2||RAD51||CREM||MTA2||YY1||EED||PRDM10||YBX1||ZNF280C||DPF2||RUNX3||ETV6||ARNT||TSHZ1||ZBTB40||PAX8||RELB||GATAD2B||KLF17||ZNF335||MLLT1
GH05J001785	
GH05J001746	SAFB||ATF1||SMARCA4||NCOA1||CSDE1||ZBTB40||L3MBTL2||CREM||GMEB1||CREB1||GABPB1||TBL1XR1||KHSRP||MTA3||TARDBP||ZBTB2||MGA
GH05J001134	TRIM22||BHLHE40||RXRA||SMC3||EBF1||SMARCA5||PRDM10||CTCF||ELF1||RAD21||NR2F1||ATF4||HDAC1||KLF1||IKZF1||KDM1A||SPI1||ZNF687||RAD51||TCF12||NBN||RUNX3||BCOR||FOXK2||ZFHX2||SP1||CBFA2T3||EGR1||MLLT1
GH05J001797	POLR2A
GH05J001755	EZH2
GH20J041345	SMARCA5
GH20J041334	RAD21||SP1||NR2F2||ZBTB20
GH20J041348	KLF9||REST
GH20J041349	
GH20J041328	BCLAF1||MYC||SSRP1||JUND||ZNF592||MNT||HOMEZ||MAX||SAP130||ETV4||DMAP1||TEAD3||ZSCAN9||FOSL2||NFE2||ZKSCAN1||RAD21||MBD1||ZBTB48||MAFK||EP400||MXD3||NRF1||CBX2||ZBTB33||ZNF48||BHLHE40||ELF3||RXRB||IKZF5||REST||L3MBTL2||SP1||POLR2A||ARID4B||NR2F6||NFIL3||SOX6||ZNF202||ZNF384||TGIF2||ZNF24||SMARCC2||GATAD2A||NFE2L2||ZNF687||FOS||RAD51||ZBTB26||KAT8||USF2||TFDP1||ZNF143||RUNX3||RNF2||NR2F2||TFE3||TEAD1||SCRT2||DNMT3B||MGA||DPF2||ERF
GH20J041320	CEBPA||ATF3||CEBPB||ZNF217||GABPA||FOXA2||CTBP1||RXRA||SAP130||CUX1||MIER3||ZNF316||JUND||SOX5||SMARCE1||MAX||HNF4A||TBX3||HMG20A||FOXA1||HHEX||BHLHE40||DPF2||RAD51||ZBTB40||CEBPG||JUN||ARID3A||CREB1||GABPB1||ATM||NFIL3||HLF||MNT||ZNF24||SMARCC2||GATAD2A||FOS||USF2||SOX13||PRDM10||ATF7||FOXA3||ZGPAT||ZBTB11||TFE3||EP300||SP1||TEAD1
GH20J041360	NFIC||REST||MLLT1||CTCF||NFIB||NFIA||TARDBP||RBFOX2
GH20J041307	NCOR1||CEBPA||CHD4||TAL1||HNF4A||TCF12||MTA2||TEAD4||BHLHE40||RFX1||CEBPG||MEIS2||DPF2||ARID1B||CREM||ARID3A||CEBPB||YBX1||ZNF184||SMARCE1||HLF||PKNOX1||CBFA2T2||TRIM24||HDGF||SOX6||PRDM10||EP300||CREB1||ZBTB20||HMBOX1||SP1||CBFA2T3||HDAC1||SMARCA4
GH20J041306	BCL11A||ASH2L||BATF||NR2F1||JUNB||ZNF217||TBL1XR1||SPI1||CREM||MTA2||DPF2||RUNX3||RELB||ZNF335
GH20J041308	ZNF335
GH20J041303	NFIC||NFIB||GABPB1||ZBTB40
GH20J041301	ZIC2||SPI1
GH20J041379	POLR2A||RAD21||HLF
GH20J041312	
GH20J041382	
GH20J041299	
GH20J041298	
GH20J041297	ATF2||CREB1||SCRT2
GH20J041397	ZNF217||ELF1||CTBP1||CUX1||SMARCE1||MAZ||DPF2||FOS||NR2F2
GH20J041403	RBM22||SPI1||ZBTB33
GH20J041280	IKZF1||EGR2||ZFX||MTA2||CEBPB||ZFHX2
GH20J041425	NCOR1||ZNF592||NFIC||CHD4||HES1||ARNT||FOXA2||MAFF||NBN||SMAD4||SAP130||RUNX1||TAL1||ZNF316||TEAD3||NUFIP1||ZSCAN9||RBM22||FOXP1||MAFK||STAT5A||SOX5||SMARCA4||FOXM1||NCOA1||TBX3||HMG20A||MAFG||DIDO1||TCF12||RFX5||MTA2||ATF4||ZNF792||LCORL||RFX1||TEAD4||ZBTB40||SP7||MEIS2||HDAC1||DPF2||ARID1B||ARID3A||HNF1A||SOX13||CUX1||SMARCE1||NFIL3||TBL1XR1||MLLT1||ATF3||MIXL1||DACH1||KHSRP||CBFA2T2||OSR2||KLF16||IRF2||RNF2||MZF1||SOX6||IKZF1||NR4A1||LEF1||EP300||ZGPAT||CREB1||HMBOX1||CBFA2T3||TEAD1||PML||EMSY||WT1
GH20J041292	ATF2||JUN||CREB1||ATF7||CEBPB
GH20J041289	SPI1
GH20J041293	
GH20J041409	EBF1||MAX||RNF2||RUNX3||MGA
GH20J041265	MAFF||ZNF316||NFE2||JUND||MAFK||MAFG||EMSY
GH20J041270	
GH20J041269	PRDM6||OSR2||SCRT2||ZBTB44
GH20J041263	MYC||NCOR1||IKZF1||NFIC||HES1||BHLHE40||MBD2||MNT||TAL1||HLTF||STAT5A||MLLT1||FOXM1||HDAC2||NCOA1||SCRT1||ZEB2||TCF12||MTA2||TEAD4||L3MBTL2||MEIS2||HDAC1||DPF2||ARID1B||KLF1||SMARCE1||KDM1A||KHSRP||CBFA2T2||KLF16||FOS||RNF2||TRIM24||CTBP1||SOX6||ZNF512||PKNOX1||MTA3||ZNF24||BCOR||ATF7||LEF1||EP300||MEF2D||CC2D1A||AFF1||TARDBP||KLF17||PRDM1||CBFA2T3||PML||SCRT2||MTA1||SMARCA4||PHB2
GH20J041261	CTCF||RAD21
GH20J041286	CEBPB||BHLHE40||TRIM28||HLF||TRIM24||CHAMP1||FOS
