GH17J037399	ZNF10||CEBPB||RFX5||JUND||FOS||SCRT2
GH03J171748	CEBPB||EP300||TAL1||STAT3||ZNF316||TBP||PRDM6||SCRT1||MAFG||TCF12||NFYC||TEAD4||MEIS2||GATA2||DPF2||ARID1B||NFATC3||CBFA2T2||MAFK||TRIM24||SOX6||ZNF512||NCOR1||ZGPAT||CBFA2T3||SCRT2||EMSY
GH03J171729	
GH03J171726	JUND||CEBPB
GH03J171745	FOXA2||GABPB1||RBM22||FOXP1||HLTF||ZBTB33||NFYC||TFAP4||TRIM28||SOX13||ZGPAT||NR2F2
GH03J171743	ZNF316||HLF||CEBPB
GH03J171742	
GH03J171736	HNF4A
GH03J171761	RBM22
GH03J171765	SPI1||ZNF366||ZNF512||ZSCAN29
GH03J171762	
GH03J171764	
GH03J171731	
GH03J171718	NANOG||POLR2A||MGA
GH03J171904	HOMEZ||FOXA2||RXRA||SAP130||ETV4||RARA||ZNF316||FOXP1||NR2F6||ZNF652||ELF3||RXRB||PPARG||NFIL3||NR2F1||MIXL1||GATAD2A||SOX13||FOXA3||NR2F2||NR2C1
GH03J171694	YY1||FOXA2||RXRA||HNF4A||RAD21||REST||MAX||CEBPB||SP1
GH03J171673	
GH03J171640	IKZF1||BHLHE40||CTCF||MAX||RXRA||NRF1||NR2F6||L3MBTL2||PRDM4||NR2C1||ESRRA||RAD21||NR2F1
GH03J171636	ATF2
GH03J171700	
GH03J171711	JUND||CEBPB||EP300||STAT3||POLR2A||ARID1B||FOS
GH03J171620	ZNF600||ZIC2||ZNF843||BCL11B||PRDM6||INSM2||ZNF24||SCRT1||SP7||ZFP69B||TRIM28||ZNF366||ZBTB8A||ZEB2||KDM1A||ZNF629||ZNF660||CBFA2T2||ZBTB17||ZNF558||EP300||ZFHX2||CBFA2T3||SCRT2
GH03J171646	ZNF654||REST||DEK||CTCF||RAD21||RFX5||SMC3||TAL1||TCF12||ZBTB40||L3MBTL2||YY1||TRIM22||CBFA2T3||MGA
GH03J171649	NFIC||ZBTB33||SP1||NR2F2
GH03J171648	RAD51
GH03J171690	TRIM22||CEBPB||IKZF1||ZNF366||NBN||RELB||CEBPG
GH03J171686	CREB1
GH03J171660	
GH03J171656	RBM22
GH03J171675	CEBPA||ATF3||ZIC2||CHD4||YY1||CEBPB||DEK||FEZF1||EP300||THAP11||FOXA2||KDM6A||MAFF||SMAD4||RXRA||RFX5||RARA||STAT3||ZNF316||TEAD3||ZBTB33||RBM22||TCF7L2||JUND||CREM||FOXP1||MAFK||PRDM6||DRAP1||BCL6||SOX5||KAT2B||HNF4A||HMG20A||FOXA1||ZBTB40||RAD21||HMG20B||NR2F6||ELF3||RXRB||CEBPG||MAX||SP1||ATF1||ARID4B||ARID3A||SOX13||NFIL3||POLR2A||NR2F1||HLF||PKNOX1||MLX||MIXL1||GATAD2A||TAF1||REST||TCF7||ZNF512||HNF4G||EGR1||RCOR2||RERE||FOXA3||ZGPAT||GABPA||NR2F2||ZNF423||PBX2||TEAD1||KLF6
GH03J171990	ZBTB33||CC2D1A
GH03J171632	
GH03J171617	YY1||RXRA||HNF4A||MAX||EGR1||CEBPB||SP1
GH03J171616	
GH03J171643	
GH03J171654	RAD21||SP1||SPI1||RXRA||NR2F2||EP300
GH03J171965	NCOR1||MYC||IKZF1||SSRP1||ZNF580||ZNF592||ATF2||CEBPA||ATF3||BRCA1||YY1||MXD4||REST||CEBPB||FOXA1||ELK1||FEZF1||MNT||HOMEZ||MAX||MCM3||ARNT||KMT2B||EP300||THAP11||ELF1||FOXA2||KDM6A||PRDM1||MAFF||NBN||SMAD4||RXRA||ZNF511||SAP130||RAD21||ETV4||MIER3||RARA||STAT3||ZNF316||DMAP1||GABPB1||TEAD3||ZBTB33||ZSCAN9||TBP||KAT7||JUND||FOSL2||NFE2||ZNF658||ZKSCAN1||SKIL||CREM||KLF16||FOXP1||MAFK||PRDM6||DRAP1||MBD1||BCL6||ATF1||KDM1A||IRF9||CBX1||SOX5||ZNF318||SMARCA4||SPI1||GTF2F1||EHMT2||NFE2L2||ETV1||POLR2A||NCOA1||HNF4A||TBX3||EP400||HMG20A||FOXK2||MAFG||ZEB2||RBPJ||HHEX||GATAD1||ZNF48||CAVIN1||CHAMP1||MIER2||HMG20B||BHLHE40||ATF4||ZNF792||NR2F6||LCORL||TFAP4||JUNB||ZNF518A||GATA4||HDAC8||ELF3||IKZF5||RXRB||ZNF398||CEBPG||L3MBTL2||SP1||ZFP36||ZFP69B||MEIS2||NFIA||ZMYM3||HDAC1||JUN||TRIM28||PYGO2||DPF2||ARID1B||ARID4B||NFATC3||KDM3A||GMEB1||ARID3A||TEAD2||NR2C1||HNF1A||ZNF644||SOX13||EGR1||PPARG||ZNF366||SMARCE1||NFIL3||NR2F1||BCL6B||ZNF507||ZSCAN4||HLF||TBL1XR1||MLX||HNRNPL||ZNF629||SMC3||TGIF2||MIXL1||SMARCC2||GATAD2A||NFKBIZ||DDX20||LEF1||ZNF24||TCF7||FOS||IRF2||RNF2||TRIM24||CTBP1||ZBTB17||ZBTB26||SOX6||ZKSCAN8||KAT8||NFRKB||ATF7||TFDP1||ETS1||HNF4G||CREB1||PHF8||PKNOX1||ZSCAN18||ZHX2||NR4A1||MTA3||GABPA||ZNF740||BCOR||RCOR2||ZSCAN29||RERE||GATAD2B||GTF2A2||CBX3||MEF2D||ZGPAT||FOXA3||RBFOX2||NR2F2||TFE3||BRD9||AFF1||SIN3A||ZBTB25||TEAD1||MTA1||KLF6||ZBTB2||DNMT3B||MGA||EMSY||HDAC2||ERF
GH03J171526	CEBPA||FOXA2||RXRA||THRB||BCL6||RXRB||CEBPG||HLF||FOXA3||CEBPB||TEAD1||NR2F2
GH03J171530	
GH03J171613	ZNF654||REST||CTCF||SMC3||RAD21||ZNF2||IKZF1||ZNF143||ATF2||ZNF398||EGR2||ZNF660||KLF16||PATZ1||PRDM10||TRIM22||ZFHX2||SP1
GH03J172230	
GH03J171470	IKZF1||NCOR1||ZNF592||NFIC||NONO||REST||HES1||BHLHE40||MBD2||TBP||ARNT||NFATC3||TAF9B||NBN||TAL1||ZNF316||NUFIP1||SKIL||NCOA2||MYNN||PRDM10||ATF1||HLTF||STAT5A||ZNF318||MCM7||SMARCA4||ETV1||FOXM1||HDAC2||NCOA1||EP400||ZNF384||MAFG||ZEB2||ZC3H8||EGR1||TCF12||MTA2||ATF4||RLF||NR2F6||TEAD4||MEIS2||HDAC1||PYGO2||DPF2||ARID1B||CREM||JUNB||GMEB1||NR2C1||CEBPB||NCOA6||ZNF184||CUX1||SMARCE1||PHF21A||TBL1XR1||ZC3H11A||PTTG1||KDM1A||ATF3||DACH1||CBFA2T2||DDX20||KLF16||LEF1||ZNF24||GTF2F1||CDC5L||RNF2||TRIM24||CTBP1||SOX6||NFRKB||ATF2||CHAMP1||PKNOX1||MTA3||ZKSCAN1||RB1||TCF7||TRIM28||BCOR||ATF7||ZBED1||GATAD2A||MNT||GATAD2B||CBX3||EP300||MEF2D||CC2D1A||BRD9||AFF1||TARDBP||HMBOX1||CBFA2T3||PML||MTA1||NR2F1||ZBTB2||EMSY||PHB2||CEBPG
GH03J171469	ZNF592||NCOA2||L3MBTL2||BRD9||MGA||CEBPG
GH03J171466	IKZF1||RFX1||ZFP69B||ZNF692||ZNF354B||HDGF
GH03J171523	MYC||NCOR1||IKZF1||ZNF600||JUND||ZNF592||NFIC||SMAD5||BHLHE40||MBD2||TBP||NFATC3||TAF9B||NBN||TAL1||ELF1||ZNF316||NUFIP1||FOSL2||NFE2||NCOA2||ZFP91||MYNN||PRDM10||STAT5A||IRF9||MLLT1||ZNF318||SUPT5H||SMARCA4||EHMT2||FOXM1||HDAC2||NCOA1||MAFK||EP400||FOXK2||MAFG||ZEB2||ZBTB33||NRF1||TCF12||MTA2||ATF4||NR2F6||RFX1||POLR2A||TEAD4||MAFF||ZBTB40||L3MBTL2||MEIS2||HDAC1||DPF2||ARID1B||CREM||JUNB||GMEB1||CEBPB||ZNF184||GABPB1||SMARCE1||ZNF169||ATF1||KDM1A||ATF3||ZNF660||NFE2L2||OSR2||CBFA2T2||DDX20||GTF2F1||FOS||RNF2||TRIM24||CTBP1||ZNF24||HDGF||SOX6||TARDBP||NFRKB||EP300||NR4A1||MTA3||ZKSCAN1||ATF7||LEF1||GATAD2A||MNT||GATAD2B||CBX3||CC2D1A||BRD9||CBFA2T3||PML||NR2F1||NR2F2||ZBTB2||EMSY
GH03J172158	ZNF600||IKZF1||FOXA2||RXRA||RBM22||ZBTB48||JUND||SPI1||HNF4A||FOXA1||RAD21||MAFK||GLIS1||SP1||HDAC1||JUNB||PKNOX1||CTBP1||MTA3||HMBOX1||EMSY
GH03J171465	IKZF1||ATF3||ZNF24||ZNF512
GH03J171562	IRF4||BATF||ZNF24||HDGF||JUNB||ZNF217||TBL1XR1||CREM
GH03J171565	CEBPA||PRDM6||HLF||OSR2||TFE3||CEBPB||ZBTB44
GH03J171564	IKZF1||MZF1
GH03J171373	NCOR1||JUND||ZNF592||REST||BHLHE40||FEZF1||NBN||TAL1||ZNF316||NFE2||ZFP91||PRDM6||MCM7||SMARCA4||SPI1||EHMT2||ZFP37||MAFK||MAFG||TCF12||NR2F6||TEAD4||MAFF||SP7||MEIS2||HDAC1||DPF2||ARID1B||GMEB1||CEBPB||CUX1||ZNF366||SMARCE1||KDM1A||ATF3||DACH1||NFE2L2||CBFA2T2||RNF2||MZF1||SOX6||IKZF1||EP300||FOXK2||ZKSCAN1||GATAD2A||MNT||ZSCAN29||GATAD2B||CBX3||MTA2||AFF1||HMBOX1||CBFA2T3||ZBTB2||EMSY||CEBPG
GH03J172106	BCLAF1||MYC||ZNF592||BCL11A||SIN3A||TARDBP||TRIM22||HES1||BHLHE40||FEZF1||MNT||TAF9B||NBN||SMC3||IRF4||RUNX1||CBFB||RBM22||MAX||SMARCA5||ZFP91||STAT5A||PKNOX1||POLR2A||RAD51||HDAC2||BATF||ELF1||IRF5||EP400||ZNF24||IKZF1||NFATC1||NR2F1||TCF7||NR2F6||MTA3||ATF2||TEAD4||TFAP4||JUNB||BACH1||ZNF18||TCF12||L3MBTL2||MEIS2||HDAC1||NKRF||ZBED1||ZNF217||ARID1B||CEBPB||ARID3A||SMARCE1||PAF1||TBL1XR1||MLLT1||KDM1A||DACH1||SPI1||KLF16||ZNF687||USF2||RNF2||IKZF2||CREM||MTA2||YY1||SOX6||ZBTB33||EED||RXRA||DPF2||RUNX3||FOXK2||ETV6||ARNT||EP300||RELB||ZNF121||GATAD2B||HMBOX1||PRDM1||CBFA2T3||MTA1||CTCF||SMARCA4||MGA||PBX2
GH03J171558	ZNF133||ZFP69B||ZNF692||RAD21||CTCF
GH03J171590	
GH03J172267	RBM22||HLF||POLR2A
GH03J171552	NCOR1||NFIC||ZNF623||TAL1||SPI1||MAX||TCF12||RFX1||MEIS2||GATA2||ARID1B||ATF3||CBFA2T2||ZNF24||ZBTB17||PKNOX1||RFX3||CBFA2T3
GH03J172186	PRDM1
GH03J171498	NFIC||ZNF664||PKNOX1||ZNF280D||ZBTB44
GH03J171497	ZNF24||PKNOX1
GH03J172071	RBM22||ZBTB33||POLR2A||HMBOX1
GH03J172074	ATF3||YY1||FOXA2||RXRA||ZBTB33||RBM22||JUND||SPI1||MYC||MAX||POLR2A||HNF4A||FOXA1||RAD21||REST||SP1||MEIS2||CEBPB||PAF1||PKNOX1||EGR1||SCRT2
GH03J171548	ATF2||KLF7||FOXA2||KLF9||HMG20A||EGR1||ATF4||KLF1||ATF3||EGR2||ZNF7||ATF7||ZFHX2
GH03J171491	IRF2||ZNF143
GH03J171493	ZNF610||ZMYM3||PKNOX1||YY1||PRDM1
GH03J171542	KLF7||KLF9||SPI1||IKZF1
GH03J171541	DPF2||ZNF366||SMARCE1||ZNF512||ZNF184||CBFA2T3
GH03J171585	JUND||ZNF660
GH03J171538	CTCF||ZNF384
GH03J172208	ZNF10||GABPB1||RBM22||PRDM6||IKZF1||PAF1||HNRNPL||IKZF2||ZKSCAN1||PAX8||EP300||ZFHX2
GH03J172216	CEBPB||FEZF1||EP300||RAD21||RFX5||RBM22||ZNF146||PRDM6||SPI1||POLR2A||NR2F1||NR2F6||IKZF1||HLF||IKZF2||EED||ZNF7||PRDM1
GH03J171480	IKZF1||ZNF316||IKZF2||EED||RUNX3||PRDM1||MLLT1||EMSY
GH17J004810	MAFF||ZNF316||MAFK||MAFG||ATF4||EGR2||EMSY
GH17J004812	ZSCAN26
GH17J004847	MAX||CUX1||RFX5||SMC3||STAT3||ZFP91||ZBTB40||SMARCE1||PKNOX1||ZNF24||ZBTB33||MAFF||DPF2||SP7||MNT||FOS||MAFK||ZBTB6
GH17J004827	GLIS1||ZNF366||OSR2||ZBTB33
GH17J004837	MYC||NCOR1||IKZF1||ZNF580||ZNF592||NFIC||ZIC2||HES1||BHLHE40||TBP||ZNF341||MNT||ARNT||TAF9B||TAL1||ZNF316||SMARCA4||ETV1||FOXM1||HDAC2||SCRT1||EGR1||TCF12||NR2F6||TEAD4||ZBTB40||LARP7||MEIS2||HDAC1||DPF2||ARID1B||GMEB1||NR2C1||GABPB1||SMARCE1||ZSCAN4||PKNOX1||TBL1XR1||KDM1A||DACH1||CBFA2T2||KLF16||ZBTB17||HDGF||RNF2||BCOR||EP300||FOS||BRD9||ZNF423||CBFA2T3||ZNF335||PML||SCRT2||NR2F1||EMSY
GH17J004842	CEBPB
GH17J004843	NFE2
GH17J004846	RARA||ZNF48||NR2F6||ZNF24
GH17J004720	NCOR1||ZNF600||ATF3||BRCA1||NFIC||ZIC2||YY1||REST||FOXA1||HES1||BHLHE40||FEZF1||ZNF639||ZEB1||MNT||NR2C1||MAX||ARNT||EP300||TAF9B||THAP11||POLR2A||FOXA2||NBN||SMAD4||RXRA||ZNF511||SAP130||RFX5||IRF4||MIER3||TAL1||RUNX1||RARA||DMAP1||ZNF316||TEAD3||ZBTB33||TBP||THRB||CBFB||ZNF843||USF2||JUND||FOSL2||NFE2||CREM||SKIL||FOXP1||MAFK||DRAP1||MBD1||BCL6||ATF1||ZNF205||STAT5A||ZSCAN5A||ZBTB48||SOX5||ZNF318||SMARCA4||ZNF2||EHMT2||ZNF189||FOXM1||INSM2||RAD51||BATF||HDAC2||NCOA1||HNF4A||TBX3||ZNF24||HMG20A||SCRT1||MAFG||FOXK2||NRF1||ZEB2||RBPJ||IKZF1||ZNF48||TCF12||RAD21||HMG20B||MTA2||ZNF664||NR2F1||MAFF||MTA3||NR2F6||LCORL||TEAD4||TFAP4||JUNB||GLIS1||ELF3||IKZF5||RXRB||ZNF398||SP7||L3MBTL2||SREBF1||SP1||ZFP69B||MEIS2||NFIA||HDAC1||JUN||ZBED1||DPF2||ARID4B||ARID1B||KLF10||ARID3A||ZNF580||KLF1||SOX13||ZNF366||SMARCE1||NFIL3||PAF1||ZNF324||ZXDB||TBL1XR1||MLLT1||MLX||KDM1A||EGR2||ZSCAN21||ZNF629||TGIF2||MIXL1||ZNF692||GATAD2A||SP5||ZFX||CBFA2T2||OSR2||KLF16||TCF7||XRCC5||PATZ1||RNF2||TRIM24||CTBP1||ZBTB17||ZBTB26||SOX6||KAT8||EED||ZNF7||BCL11A||HNF4G||PRDM10||CREB1||RUNX3||KLF8||EGR1||BCOR||ATF7||ZNF501||LEF1||RERE||TSHZ1||CBX3||FOXA3||ZGPAT||RBFOX2||GABPA||NR2F2||TFE3||ZFHX2||ZBTB20||AFF1||TARDBP||SIN3A||ZBTB25||KLF17||HMBOX1||PRDM1||CBFA2T3||TEAD1||ZNF335||HIC1||PML||SCRT2||MTA1||ZBTB44||EMSY||WT1||ERF
GH17J004853	ZIC2||NFIC||CBFB||POLR2A||CTCF||ZNF547||NFIB||NFIA||EGR2||KLF16||EED||PRDM10||RUNX3||ZFHX2||ZBTB20||PRDM1
GH11J000456	BCLAF1||ZIC2||BATF||IKZF1||IKZF2||EED||POLR2A||RUNX3||MAZ
GH11J000459	ZNF600||NCOR1||MYC||IKZF1||ZNF592||BRCA1||NFIC||ZIC2||REST||HES1||BHLHE40||MNT||MAX||NBN||TAL1||NKRF||RUNX1||USF2||SKIL||STAT5A||CBX1||ZNF318||SMARCA4||ETV1||RAD51||EP400||FOXK2||ZEB2||EGR1||NRF1||TCF12||MTA2||MAFK||TEAD4||KLF1||L3MBTL2||POLR2A||MEIS2||HDAC1||DPF2||ARID1B||CREM||ZNF184||GABPB1||SMARCE1||ATF1||TBL1XR1||MLLT1||ATF3||CBFA2T2||KLF16||RNF2||TRIM24||CTBP1||ZNF24||ZBTB33||SOX6||PKNOX1||NR4A1||MTA3||ZKSCAN1||BCOR||ATF7||LEF1||ZSCAN29||CBX3||EP300||CBX5||TARDBP||SIN3A||HMBOX1||CBFA2T3||PML||MTA1||ZBTB2||MGA||HDAC2||XRCC5
GH11J000465	ZNF217||CTBP1||PRDM10||ZBTB40||SPI1||SMARCE1||ZBTB33||DPF2
GH11J000475	
GH11J000488	KLF1||KDM1A||KLF8||ZSCAN29
GH11J000492	ZIC2||SUPT5H||POLR2A||ZBTB33||GLIS1||EP300
GH11J000468	ZSCAN16||YY1||HOMEZ||CTCF||THAP11||FOXA2||ZNF610||RXRA||SAP130||ETV4||RARA||GABPB1||DMAP1||CREM||FOXP1||MBD1||TBP||ZBTB40||HNF4A||MAFK||GATAD1||FOXA1||RAD21||BHLHE40||ZSCAN29||ARHGAP35||ZNF792||TFAP4||ELF3||IKZF5||REST||CEBPG||SREBF1||SP1||ARID4B||NR2F6||HNRNPL||TGIF2||GATAD2A||MAX||ZNF143||XRCC5||ELF1||KAT8||USF2||SOX13||POLR2A||PKNOX1||GABPA||EGR1||FOXA3||USF1||NR2F2||TFE3||NFXL1||ZBTB25||TEAD1||DNMT3B||WT1||ERF
GH11J000471	ZBTB33||ZNF692||CTCF
GH11J000478	
GH11J000408	ZIC2||YY1||RXRA||SAP130||GABPB1||DRAP1||HNF4A||RBPJ||ZNF48||RAD21||TFAP4||NR2F6||GLIS1||ELF3||REST||SP1||HNF1A||HNRNPL||GATAD2A||MAX||KAT8||HNF4G||PHF8||ZGPAT||GABPA||NR2F2||ZBTB25||SCRT2
GH11J000499	
GH11J000514	CEBPB||CEBPG
GH11J000494	RBM22||POLR2A||ZFP69B||FUS||PKNOX1||RBFOX2
GH11J000497	POLR2A||TARDBP||STAT5A||SUPT5H||NFATC1||KLF1||L3MBTL2||ZNF687||MNT||RBFOX2||MGA
GH11J000657	YY1||SMAD4||RXRA||SAP130||ZBTB33||RARA||THRB||JUND||HNF4A||RAD21||RXRB||CEBPG||REST||MAX||SP1||ARID4B||NR2F6||PPARG||HNRNPL||TCF7||ETS1||HNF4G||EGR1||ATF3||GABPA||NR2F2
GH11J000654	ZMYM3||CEBPA||CHD4||MXD4||KLF11||ZFP64||KMT2B||THAP11||FOXA2||KDM6A||SMAD4||RXRA||SAP130||MIER3||RARA||GABPB1||TEAD3||THRB||KAT7||FOSL2||BCL6||ZNF205||SOX5||JUND||HNF4A||MXD3||ZBTB33||RBPJ||GATAD1||FOXA1||ZNF48||RAD21||MIER2||BHLHE40||NFYC||NR2F6||ELF3||RXRB||IKZF5||REST||MAX||SP1||MEIS2||ARID4B||KDM3A||ARID3A||HNF1A||CEBPB||PPARG||NR2F1||MLX||HNRNPL||MIXL1||GATAD2A||ZBTB26||KAT8||TFDP1||SOX13||ZHX2||EGR1||ATF3||MNT||AHR||FOXA3||ZGPAT||RBFOX2||TFE3||SIN3A||ZBTB25||TEAD1||ERF
GH08J125005	
GH08J125017	NFE2||CREB1
GH08J125025	
GH08J125024	
GH08J124955	MYC||NCOR1||IKZF1||ZNF592||NFIC||YY1||HES1||BHLHE40||MBD2||MNT||TAF9B||NBN||RXRA||TAL1||RUNX1||ZBTB33||ZBTB5||JUND||SKIL||MYNN||CBX1||ZNF318||SMARCA4||EHMT2||ETV1||HDAC2||NCOA1||HNF4A||EP400||ZNF384||ZEB2||EGR1||NRF1||TCF12||RAD21||MTA2||NR2F1||ARHGAP35||NR2F6||TEAD4||L3MBTL2||SP1||MEIS2||NFIA||ZMYM3||HDAC1||DPF2||ARID1B||CREM||NFATC3||GMEB1||NR2C1||ZNF184||GABPB1||SMARCE1||ATF1||TBL1XR1||MLLT1||KDM1A||ATF3||CBFA2T2||FOS||RNF2||EP300||TRIM24||CTBP1||ZNF24||SOX6||ATF2||HNF4G||CHAMP1||PKNOX1||MTA3||ATF7||ZBED1||LEF1||ZSCAN29||MEF2D||CBX5||GABPA||NR2F2||BRD9||NFIB||HMBOX1||CBFA2T3||PML||MTA1||ZBTB2||MGA||HDGF||PBX2
GH08J124953	MYC||NCOR1||IKZF1||NFIC||REST||CTCF||NBN||RAD21||SMC3||TAL1||ATF1||STAT5A||SMARCA4||ETV1||FOXM1||HDAC2||NCOA1||YBX1||ZC3H8||TCF12||MTA2||ZBTB1||ATF4||ARHGAP35||ZNF143||TEAD4||L3MBTL2||LARP7||MEIS2||HDAC1||DPF2||ARID1B||CREM||ARID3A||NR2C1||CEBPB||ZNF184||SMARCE1||TBL1XR1||KDM1A||EGR2||ZNF660||DACH1||CBFA2T2||DDX20||KLF16||RNF2||TRIM24||SOX6||ZNF512||CHAMP1||PKNOX1||RUNX3||TRIM22||MTA3||SMARCA5||ATF7||MNT||GATAD2B||CBX3||EP300||CC2D1A||AFF1||HMBOX1||CBFA2T3||PML||NR2F1
GH08J124957	MEIS2||NR2F2
GH08J125029	JUND||MNT||CEBPB
GH08J124963	SIN3A||ZBTB33||CREB1||POU5F1||HLF||CHD2
GH08J124961	ZNF217||CTCF||CTBP1||MAFF||CUX1||TEAD3||MAFK||GATA3||RAD21||ZNF8||ZNF512B||FOXA1||ZBTB33||ZBTB1||ZNF24||TRIM22||NFIB||CHD1
GH08J125085	NFIB
GH08J125055	ATF2||BHLHE40||CREB1||ATF7
GH08J125069	JUND||ZNF217||MBD2||CUX1||GATA3||TCF7L2||SMARCE1||PKNOX1||FOXA1||ATF4||DPF2||BHLHE40||MEIS2||ARID1B||POLR2A||ZNF687||NFXL1||ZHX2||NFE2L2||CREB1||FOS||ESRRA||EP300||CEBPB||CBFA2T3
GH08J125066	CTBP1||PKNOX1||FOXA1||DPF2||NCOA3||ZNF687||ZFX||HDGF||RFX1||ZNF207
GH08J124918	NCOR1||IKZF1||NFIC||YY1||BHLHE40||MNT||SMAD4||TAL1||RARA||DMAP1||TEAD3||FOXP1||BCL6||PRDM10||TBP||ZNF205||ZNF318||HDAC2||FOXK2||ZNF48||TCF12||MTA2||ZNF792||NR2F6||TEAD4||RXRB||ATF1||HDAC1||DPF2||ARID1B||CREM||TEAD2||NR2C1||SMARCE1||KDM1A||GATAD2A||CBFA2T2||KLF16||RNF2||TRIM24||CTBP1||SOX6||CHAMP1||ATF7||LEF1||EP300||ZGPAT||TFE3||CBFA2T3||TEAD1||NR2F1||SMARCA4
GH08J125100	IKZF1||SPI1||ATF4||TOE1||ARID1B||ZNF184||ZNF687||EGR2||HDGF||ZFHX2||PRDM1||CBFA2T3||ARID3A||WT1
GH08J124802	ZNF316||TAL1||ZBTB1||YBX1||ATF3||FOS||YY1||CBFA2T3
GH08J124584	IKZF1||NCOR1||NFIC||HES1||BHLHE40||TAL1||NCOA2||STAT5A||SMARCA4||FOXM1||HDAC2||FOXK2||TCF12||MTA2||TEAD4||ARNT||MEIS2||HDAC1||PYGO2||DPF2||ARID1B||CEBPB||SMARCE1||PKNOX1||TBL1XR1||KDM1A||CBFA2T2||LEF1||RNF2||TRIM24||SOX6||ZNF512||TCF7||EP300||CC2D1A||CBFA2T3||PML||NR2F1||PHB2||PBX2||CEBPG
GH08J124585	EBF1||SPI1||POLR2A||IKZF1||TCF12||IKZF2||DPF2
GH08J124817	IKZF1||PKNOX1||ZEB2||ATF4||MEIS2||NR2C1||ATF3||NR2F1
GH08J124818	
GH08J124582	
GH08J124573	NCOR1||IKZF1||ZNF592||NFIC||BHLHE40||TBP||MNT||TAL1||NUFIP1||STAT5A||HDAC2||FOXK2||TCF12||MTA2||TEAD4||L3MBTL2||DPF2||ARID1B||CBFA2T2||RNF2||TRIM24||POLR2A||ZNF512B||MTA3||ZSCAN29||CBFA2T3||SMARCA4||MGA
GH08J124626	BCLAF1||NCOR1||IKZF1||SSRP1||ZNF592||KLF9||CEBPA||ATF3||NFIC||ZIC2||CHD4||YY1||MXD4||BCL11A||CEBPB||REST||CHD2||BHLHE40||MBD2||HOMEZ||MAX||ZNF217||KMT2B||IRF2||EP300||THAP11||FOXA2||CTBP1||MAFF||RXRA||SMAD4||ZNF511||SAP130||PAX8||ZBTB33||RFX5||ETV4||TAL1||MIER3||RARA||STAT3||GABPB1||DMAP1||ZNF316||TEAD3||ZSCAN9||TBP||THRB||TCF7L2||RBM22||KAT7||FOSL2||JUND||NFE2||CREM||MYNN||FOXP1||MAFK||DRAP1||MBD1||BCL6||PRDM10||ATF1||ZNF205||KDM1A||MYRF||SOX5||ZNF318||SMARCA4||EHMT2||MYC||SMARCE1||ETV1||FOXM1||POLR2A||HDAC2||BATF||HNF4A||EP400||HMG20A||MXD3||FOXK2||MAFG||ZEB2||HBP1||STAT5A||EGR1||RBPJ||HHEX||NRF1||GATAD1||FOXA1||ZNF48||NFATC1||TCF12||RAD21||HMG20B||MTA2||HDGF||ZSCAN29||NR2F1||ATF4||DPF2||TCF7||NR2F6||MTA3||ZNF792||LCORL||RFX1||NFE2L2||TEAD4||ATF2||TFAP4||GATA4||ZNF652||JUNB||ELF3||IKZF5||RXRB||CEBPG||L3MBTL2||SP1||MEIS2||NFIA||ZMYM3||HDAC1||JUN||ARID1B||ARID4B||PKNOX1||NFATC3||GMEB1||KDM3A||CREB1||HNF1A||ZNF580||ZNF644||SOX13||PPARG||NFIL3||ZNF384||HLF||TBL1XR1||MNT||MLX||CHD1||HNRNPL||EGR2||TGIF2||MIXL1||GATAD2A||DACH1||NFKBIZ||CBFA2T2||OSR2||KLF16||XRCC5||FOS||ESRRA||ELF1||RNF2||IKZF2||MTA1||TRIM24||ZNF24||ZBTB26||SOX6||ZKSCAN8||KAT8||EED||NFRKB||TFDP1||ETS1||HNF4G||NBN||RUNX3||ZHX2||NR4A1||GABPA||BCOR||BMI1||ATF7||LEF1||RCOR2||RERE||AHR||FOXA3||ZGPAT||RBFOX2||RFXANK||RELB||NR2F2||TFE3||RFX3||ZFHX2||ZNF184||ZBTB25||HMBOX1||CBFA2T3||TEAD1||MLLT1||KLF6||EMSY||ERF
GH08J124592	BCLAF1||ZNF654||CTCF||REST||TRIM22||ZNF217||SAP130||RAD21||RFX5||SMC3||YY1||MAX||JUND||MYNN||SPI1||SMARCE1||BATF||HNF4A||RB1||ZNF143||ATF2||JUNB||L3MBTL2||ARID4B||ZNF580||ZNF687||TARDBP||MNT||TBL1XR1||ARID2||GATAD2A||ZNF24||CTBP1||RXRA||ATF7||NBN||ZKSCAN1||SMARCA5||CC2D1A||BRD9||MAZ||MGA||XRCC5||ZNF444
