"","Gene","C1","C2","C4","C6","P1","P2","P3","P4","log2_fold_change","p_value","q_value","significant"
"23267","GLRA2",1.57262,1.56385,0.450933,0.463059,4.22921,16.1264,0.410577,0.455161,2.38935,0.00015,0.0041716,"yes"
"23277","REPS2",0.355199,1.0918,2.44956,1.16739,0.387508,0.535832,0.130277,0.518726,-1.68735,0.00245,0.0318164,"yes"
"23280","SCML1",3.03442,2.59255,3.48307,3.03617,3.44238,4.37245,17.7646,17.1229,1.81381,2e-04,0.00519897,"yes"
"23326","TSPAN7",244.246,206.468,159.544,262.474,208.718,124.222,72.7559,7.28054,-1.07948,2e-04,0.00519897,"yes"
"23335","MAOA",4.26242,6.39008,5.09595,8.16243,4.64224,4.33581,0.62164,0.411037,-1.25612,0.00215,0.0293568,"yes"
"23415","RIBC1",13.5555,7.6101,8.10025,7.09361,4.29112,4.00739,0.530987,0.643125,-1.94049,0.0017,0.0251903,"yes"
"23441","EFNB1",9.83684,8.98333,9.29945,8.53582,8.79623,14.5161,108.803,47.096,2.28956,5e-05,0.00164804,"yes"
"23452","GDPD2",52.322,40.8152,25.2238,27.4835,26.9201,26.3384,7.49512,11.7158,-1.00899,0.00085,0.0154192,"yes"
"23453","DLG3",4.14282,5.31946,6.32058,5.39529,7.61857,9.61391,17.4335,12.2168,1.14648,5e-04,0.0105649,"yes"
"23456","NLGN3",32.1002,39.5494,30.9805,41.0052,27.8833,23.9136,8.98329,7.87691,-1.06493,2e-04,0.00519897,"yes"
"23498","KLHL4",8.52327,11.6862,11.4708,10.9919,9.04026,4.94757,0.247782,2.54855,-1.3462,0.0016,0.0240143,"yes"
"23507","SRPX2",0.302783,0.287354,0.266757,0.10943,0.223551,0.354986,0.0768274,9.87172,3.44546,5e-05,0.00164804,"yes"
"23553","NXT2",11.725,21.757,19.3028,22.4979,11.7494,8.72342,5.85636,8.28567,-1.12093,0.0015,0.0228535,"yes"
"23579","IL13RA1",2.52668,3.80451,1.68136,1.4695,5.57577,2.31778,3.54299,27.5718,2.04051,5e-05,0.00164804,"yes"
"23580","ZCCHC12",3.21467,2.25301,1.73811,1.5667,5.87584,10.6253,17.6217,2.12555,2.04686,5e-04,0.0105649,"yes"
"23594","GRIA3",4.16207,9.48075,12.2509,11.7882,5.60867,5.66484,0.301499,1.11828,-1.56981,0.00175,0.0256797,"yes"
"23611","MST4",1.0325,2.04529,0.837739,0.444057,3.82108,4.10276,26.3606,22.2308,3.69638,5e-05,0.00164804,"yes"
"23627","FHL1",288.606,373.994,340.11,423.974,214.207,199.746,69.4049,69.5606,-1.36753,5e-05,0.00164804,"yes"
"23664","MTM1",13.5687,17.4353,16.2684,12.5967,12.7597,10.6261,4.041,4.94812,-0.886938,0.0036,0.04209,"yes"
"23737","MXRA5",0.0202048,0.0306062,0.206188,0.0111712,0.0197243,0.0553925,0.00388818,2.93267,3.48935,0.00015,0.0041716,"yes"
"23739","LOC389906",9.77325,11.6727,5.29778,13.0432,12.8707,18.5263,33.0613,27.1384,1.203,0.00205,0.0285059,"yes"
"23746","KAL1",87.242,86.0791,93.7099,85.6173,45.2994,23.8512,5.91339,7.25343,-2.09896,5e-05,0.00164804,"yes"
"23756","GPM6B",740.363,1100.02,868.728,971.071,519.898,617.25,187.205,236.029,-1.23788,0.0032,0.0386993,"yes"
"23766","AP1S2",55.7173,63.3751,72.1253,79.6184,42.2307,44.0234,18.3476,33.4236,-0.972487,4e-04,0.00896533,"yes"
"23771","SCML2",1.85448,1.27708,1.39658,1.32884,2.2088,3.4426,8.70036,4.45289,1.68286,0.00065,0.0127547,"yes"
"23793","PCYT1B",14.1593,12.9748,13.7374,12.9244,9.08111,7.02186,1.57628,5.2551,-1.22999,1e-04,0.00299584,"yes"
"23801","DMD",15.7361,20.2313,19.4522,20.6817,11.5025,9.94157,2.92837,6.38415,-1.30703,2e-04,0.00519897,"yes"
"23807","RPGR",13.564,11.1899,9.01899,6.62276,7.51135,7.90202,2.28283,2.13942,-1.02611,0.004,0.0452625,"yes"
"23815","MAOB",18.9721,5.72416,1.87494,5.77313,5.06935,1.86584,0.0940973,0.622311,-2.07968,5e-05,0.00164804,"yes"
"23816","NDP",33.5239,43.6847,31.3493,49.8532,28.7605,22.8564,0.527271,2.52121,-1.53497,5e-05,0.00164804,"yes"
"23907","OPHN1",7.38339,12.1202,11.5329,15.9086,9.65946,7.20696,1.15709,1.47654,-1.26749,5e-05,0.00164804,"yes"
"23981","BEX5",0.397345,0.769654,0.37612,0.937383,4.12054,5.97721,5.73613,0.737664,2.74,5e-04,0.0105649,"yes"
"23984","BEX1",607.062,605.68,775.762,558.486,513.501,376.924,108.934,71.4799,-1.25005,0.00015,0.0041716,"yes"
"23988","BEX2",13.4835,17.3628,18.0071,22.1724,87.6185,55.9638,53.3633,12.6909,1.56148,5e-05,0.00164804,"yes"
"24022","IL13RA2",0.147514,0.997486,0.0713366,0.0739127,0.194171,0.566197,33.7866,0.110952,4.74747,5e-05,0.00164804,"yes"
"24030","SEPT6",6.78764,4.17231,3.2579,3.29503,12.5069,22.212,37.9555,27.8258,2.52071,5e-05,0.00164804,"yes"
"24040","TMEM255A",2.38807,10.8292,8.51441,10.9536,0.478466,2.78204,0.413213,0.319326,-3.03308,0.00025,0.00629326,"yes"
"24064","ELF4",0.360423,0.238013,0.693831,0.324932,0.378815,0.257861,4.32508,5.60967,2.7086,0.00025,0.00629326,"yes"
"24073","MBNL3",0.348762,0.329328,6.92566,0.271408,0.208773,0.281574,0.64674,0.928612,-1.93068,0.00025,0.00629326,"yes"
"24077","GPC4",29.1704,31.5683,38.019,20.5831,27.5477,35.4965,52.1191,87.5667,0.764473,0.00385,0.0442268,"yes"
"24105","ARHGEF6",32.4975,46.5288,42.1219,54.5114,38.9652,39.7205,3.24418,6.66348,-0.987512,0.0017,0.0251903,"yes"
"24113","ATP11C",1.08421,1.48016,1.87153,1.2492,1.68843,2.00692,5.03324,5.36859,1.31015,0.0027,0.03424,"yes"
"24116","SOX3",5.63475,3.09034,1.94997,2.0522,17.5525,19.1315,295.409,119.885,5.15026,5e-05,0.00164804,"yes"
"24175","L1CAM",4.13689,1.34633,4.87451,0.649669,11.232,17.9548,24.9098,21.9845,2.78906,5e-05,0.00164804,"yes"
"24311","CD24",85.4484,135.963,104.832,95.51,239.168,308.537,381.937,231.086,1.46056,5e-05,0.00164804,"yes"
