"","Gene","C1","C2","C4","C6","P1","P2","P3","P4","log2_fold_change","p_value","q_value","significant"
"12465","LYPD6",65.5661,51.9674,44.5626,45.4323,29.6289,31.3738,2.51936,1.99441,-1.66338,5e-05,0.00164804,"yes"
"12471","GALNT13",17.0276,27.0224,22.6445,27.301,10.1089,13.4392,1.54115,1.41204,-1.82653,5e-05,0.00164804,"yes"
"12485","GCA",21.7448,29.3035,25.1407,29.5356,19.917,13.9575,17.8161,5.19383,-0.894205,0.00185,0.0266305,"yes"
"12515","RAPGEF4",13.949,15.8649,13.4122,13.2612,14.2922,9.41284,0.249625,2.03096,-1.12021,0.00215,0.0293568,"yes"
"12563","GLS",3.38641,3.85685,4.01587,3.74235,4.83812,6.268,14.3567,27.1881,1.81135,5e-05,0.00164804,"yes"
"12572","PLCL1",0.852748,0.495241,1.14818,0.836423,2.20984,2.17232,0.736774,3.50003,1.37087,0.00245,0.0318164,"yes"
"12603","NRP2",5.12646,4.41419,6.73534,3.16198,4.79719,15.5138,7.34195,11.0072,0.991973,0.0024,0.0314097,"yes"
"12621","CPS1",4.02316,8.90588,13.6246,9.02859,5.05248,3.26721,5.83507,2.51099,-1.09427,0.0014,0.0218582,"yes"
"12660","DES",0.254879,0.11936,0.667154,0.0284883,0.483834,0.00875252,0.254715,6.8407,2.82627,0.00205,0.0285059,"yes"
"12663","ASIC4",4.45269,1.89613,2.72186,0.91568,6.37964,24.1814,1.93549,1.20633,1.75484,4e-04,0.00896533,"yes"
"12707","EFHD1",125.29,58.8064,65.3651,86.8123,62.7039,33.148,5.10538,8.52634,-1.61892,5e-05,0.00164804,"yes"
"12711","INPP5D",1.70927,1.95005,1.02909,1.5709,2.10033,2.17286,4.68705,8.58547,1.48704,0.00155,0.0234265,"yes"
"12756","NEU4",0.904652,3.38683,0.927035,3.7431,0.400667,0.0588051,0.131939,0.0578847,-3.78681,0.0046,0.0496387,"yes"
"12759","FAM110C",0.492705,1.60549,0.468082,1.30651,0.283318,0.389989,0.0116968,0.466444,-1.74992,0.0039,0.0445643,"yes"
"12764","PXDN",6.41408,6.47898,5.15958,6.24765,8.99618,7.95507,13.8401,37.6463,1.49382,5e-05,0.00164804,"yes"
"12765","MYT1L",1.07252,0.404633,0.348014,0.152173,2.94453,5.6679,0.259183,0.0875746,2.1798,3e-04,0.00728523,"yes"
"12802","WDR35",11.2483,11.7918,10.968,8.72532,8.04716,9.18532,3.0635,3.74127,-0.830093,0.0035,0.0412074,"yes"
"12805","SDC1",1.10764,1.16647,1.83391,1.13425,1.7035,4.68988,32.5707,76.0702,4.45573,5e-05,0.00164804,"yes"
"12870","CDC42EP3",2.33378,4.47695,3.19715,2.9357,4.44042,8.7204,6.89853,9.74508,1.20329,0.0017,0.0251903,"yes"
"12871","CYP1B1",0.161114,1.46361,0.0263318,0.266528,0.635952,0.611482,0.085865,24.4757,3.75051,0.00035,0.00815894,"yes"
"12883","COX7A2L",139.936,133.977,151.365,137.04,144.398,175.669,455.334,228.698,0.836442,0.00235,0.0311051,"yes"
"12914","CCDC88A",15.1742,18.0441,17.8015,16.1491,11.4268,12.1701,6.16997,7.42045,-0.852983,0.00125,0.0198856,"yes"
"12917","EFEMP1",2.36502,17.6183,10.7037,21.4583,5.42946,1.36911,0.0400067,3.11209,-2.38967,5e-05,0.00164804,"yes"
"12953","GFPT1",4.56994,4.68623,5.61477,3.78237,5.28999,6.74171,14.5722,12.5363,1.06922,0.00025,0.00629326,"yes"
"12968","TEX261",36.364,33.9247,35.144,34.8446,25.2854,27.3397,7.76471,10.5733,-0.983142,0.00055,0.0113986,"yes"
"12971","CYP26B1",0.741826,0.419767,0.405828,1.20587,1.20444,1.0953,16.0314,5.59001,3.10861,5e-05,0.00164804,"yes"
"12973","SFXN5",24.8821,30.0743,23.8715,35.5348,15.7237,15.4676,4.32376,6.64017,-1.43983,5e-05,0.00164804,"yes"
"13060","KIAA1211L",1.85697,1.2866,1.31011,1.3347,0.869201,0.432539,0.0703071,0.33084,-1.76518,0.00285,0.035605,"yes"
"13067","AFF3",23.6497,19.6607,21.1691,16.4892,16.9822,13.9805,2.34628,8.59171,-0.950393,8e-04,0.01476,"yes"
"13078","LOC100506421",26.8119,14.9011,18.2737,20.5843,21.5445,27.4273,87.8562,53.1086,1.23719,5e-05,0.00164804,"yes"
"13127","BIN1",13.8997,8.13056,13.3967,12.2229,21.6609,22.0971,56.8385,36.5125,1.52478,5e-05,0.00164804,"yes"
"13162","MAP3K19",7.93384,8.60791,9.26312,4.54123,2.78901,4.5107,0.0424822,0.0269866,-2.04194,0.00035,0.00815894,"yes"
"13169","LRP1B",1.40817,1.25027,1.81416,1.38803,0.77079,0.582644,0.0818958,0.126491,-1.90783,5e-05,0.00164804,"yes"
"13203","FIGN",1.42171,0.913961,1.40402,1.42934,1.30909,2.33135,5.46334,13.24,2.11191,5e-05,0.00164804,"yes"
"13233","GPR155",5.61756,7.43671,8.14385,10.1528,4.93542,4.98284,0.867495,2.04796,-1.28857,4e-04,0.00896533,"yes"
"13235","CHRNA1",0.194495,0.465176,0.282712,0.337298,0.654175,5.50277,0.456172,1.5292,2.66965,8e-04,0.01476,"yes"
"13250","TTC30A",9.48561,8.1521,6.18691,7.18785,6.23022,5.37984,0.762125,1.07094,-1.20598,0.001,0.0171336,"yes"
"13262","NEUROD1",0.761268,0.931922,0.0820281,0.133366,1.79893,16.8435,1.5152,1.59971,3.51092,0.0012,0.0194169,"yes"
"13267","CALCRL",4.40034,7.05655,8.79205,6.35221,2.0264,2.23038,0.794797,4.16677,-1.52891,0.00015,0.0041716,"yes"
"13268","TFPI",37.4074,43.9377,29.8094,49.405,19.1059,11.6708,2.92296,5.37257,-2.03889,5e-05,0.00164804,"yes"
"13276","MSTN",10.2872,4.25955,1.74537,4.34827,1.2978,1.18367,0.0278127,0.00921154,-3.03483,0.003,0.0368401,"yes"
"13283","DNAH7",3.35727,2.58508,3.09186,1.7254,1.93084,2.22642,0.111336,0.066291,-1.31156,0.0016,0.0240143,"yes"
"13293","RFTN2",39.1772,47.8225,41.4358,54.0644,31.7074,25.5317,14.1695,19.8196,-1.00035,5e-05,0.00164804,"yes"
"13312","ICA1L",5.84198,6.41273,6.30155,6.99874,3.85366,4.60837,1.55461,1.34868,-1.16897,0.0011,0.0181879,"yes"
"13322","KLF7",2.21201,2.06895,2.57663,2.52043,4.17955,4.24511,5.24583,5.03712,0.99627,0.00325,0.0390853,"yes"
"13325","FZD5",1.09873,0.498036,0.456364,0.256321,1.06206,1.77156,4.77719,7.37691,2.69816,0.00045,0.00976765,"yes"
"13340","IKZF2",2.56297,3.78905,3.92027,2.89772,2.08696,1.80575,0.829948,0.759629,-1.26441,0.0025,0.0322442,"yes"
"13344","FN1",3.75363,4.51298,3.19308,2.69808,4.46981,10.9311,4.03563,218.526,4.07107,0.0011,0.0181879,"yes"
"13348","MARCH4",1.31025,0.671482,0.544422,0.339105,2.92975,7.59426,1.06819,1.6091,2.20394,1e-04,0.00299584,"yes"
"13383","PAX3",0.329657,0.516625,0.376933,3.35662,0.81231,1.0555,88.7104,73.1848,5.16017,5e-05,0.00164804,"yes"
"13388","SERPINE2",32.1032,67.8729,71.6002,159.966,61.2005,39.6087,16.8472,22.0399,-1.2469,1e-04,0.00299584,"yes"
"13391","DOCK10",2.84052,2.40509,6.68054,6.47758,3.02105,0.419782,0.0296293,0.998741,-2.04191,5e-05,0.00164804,"yes"
"13419","ECEL1",1.57922,0.377211,0.123504,0.558067,1.76629,1.96088,8.46284,1.37677,2.36256,0.00025,0.00629326,"yes"
"13429","GBX2",3.93037,1.71294,4.43028,2.80405,7.63645,19.8648,9.42339,13.5008,1.96928,0.00015,0.0041716,"yes"
"13432","COL6A3",0.00976832,1.32283,0.0752488,0.231094,1.12649,1.4683,0.15888,126.487,6.30116,5e-05,0.00164804,"yes"
"13482","SIRPA",5.53737,7.9542,6.47117,9.43883,4.6514,3.3083,1.30091,1.66545,-1.42812,0.001,0.0171336,"yes"
"13520","PLCB1",13.0166,6.2128,8.13515,5.77126,5.25054,6.23174,1.69209,1.71425,-1.15418,0.00055,0.0113986,"yes"
"13522","LAMP5",20.4472,10.5127,6.52923,14.5587,20.414,59.0547,22.7174,38.5276,1.43485,5e-05,0.00164804,"yes"
"13524","SNAP25",10.9883,12.5423,12.6187,10.5888,25.1574,82.6076,13.9232,4.43987,1.43222,1e-04,0.00299584,"yes"
"13563","SYNDIG1",29.9256,19.934,15.9073,16.0139,19.1701,9.04477,4.04508,2.15582,-1.24869,0.0018,0.0261597,"yes"
"13569","FAM182A",3.04076,3.28026,0.538072,1.37897,0.473668,0.980263,0.161126,0.229233,-2.15924,0.00125,0.0198856,"yes"
"13578","ID1",1.05771,0.683399,0.622492,1.07017,0.651116,7.72524,32.735,134.179,5.67381,5e-05,0.00164804,"yes"
"13592","DNMT3B",6.08509,3.48368,2.60104,2.7917,8.92748,10.1698,9.68984,4.6622,1.16072,0.0036,0.04209,"yes"
"13630","MYL9",6.20222,8.17612,0.177679,1.65976,7.40049,3.92837,2.01684,120.004,3.03975,5e-05,0.00164804,"yes"
"13664","GDAP1L1",5.70806,5.60173,7.53372,9.43624,18.5512,29.4144,29.9548,7.36258,1.59249,5e-05,0.00164804,"yes"
"13686","UBE2C",13.209,15.1377,72.1106,64.6965,24.5114,35.3751,228.251,80.4706,1.15828,0.00105,0.0176701,"yes"
"13713","PTPN1",9.55655,10.2948,10.0206,10.1593,11.0362,18.0622,27.2355,22.0144,0.968776,8e-04,0.01476,"yes"
"13728","TFAP2C",0.0931801,0.318936,0.0220455,0.0123751,0.0179583,0.185573,0.0343421,10.2325,4.55139,5e-05,0.00164804,"yes"
"13778","PPDPF",196.454,163.355,212.076,224.89,232.268,228.986,483.132,418.21,0.774115,0.0042,0.0466876,"yes"
"13803","SCRT2",1.96364,0.867134,0.883704,1.49927,5.12585,17.317,11.1591,2.29594,2.7835,5e-05,0.00164804,"yes"
"13816","SNRPB",93.2592,76.5811,86.7289,97.4018,100.957,132.352,213.649,161.892,0.782457,0.0034,0.040344,"yes"
"13826","SLC4A11",0.627214,0.327123,0.549308,0.379883,0.513628,1.65202,0.525226,6.06309,2.2165,0.0025,0.0322442,"yes"
"13832","SPEF1",40.5244,22.6416,26.6179,20.8218,17.8542,22.5544,1.20661,1.08034,-1.37327,0.00085,0.0154192,"yes"
"13833","CENPB",83.2812,70.537,75.9111,93.1203,68.5078,59.3775,21.0728,27.9971,-0.867478,0.002,0.0280947,"yes"
"13838","RASSF2",34.9093,48.8767,44.2384,59.3199,34.5627,41.3308,17.4422,15.5668,-0.782654,0.00385,0.0442268,"yes"
"13851","PAK7",0.298169,0.687755,0.536285,0.425819,2.43506,5.02626,1.11629,0.405325,2.20517,1e-04,0.00299584,"yes"
"13854","JAG1",15.7449,18.9487,17.8219,20.4438,15.9381,24.6355,47.2004,48.0237,0.896294,0.00085,0.0154192,"yes"
"13864","RRBP1",3.6335,3.07036,3.77895,3.2147,3.41828,2.61263,6.32595,17.5315,1.12567,0.00345,0.0407774,"yes"
"13883","NAPB",5.68829,4.22752,4.35204,3.93032,8.38153,21.2483,10.2291,4.69515,1.29176,4e-04,0.00896533,"yes"
"13887","CST3",349.482,518.983,537.409,1679.32,236.383,208.262,107.463,182.263,-2.07078,5e-05,0.00164804,"yes"
"13895","VSX1",0.522926,0.282786,0.150811,0.0650223,0.496149,12.8849,0.53346,0.445636,3.81325,0.0015,0.0228535,"yes"
"13918","C20orf112",3.75977,3.62209,3.15946,2.98711,6.01571,10.6334,15.6825,8.61847,1.59787,5e-05,0.00164804,"yes"
"13968","EMILIN3",0.645944,0.287117,0.631945,0.540552,0.928867,1.11371,3.03128,5.44424,2.3206,0.00075,0.0141304,"yes"
"13978","RIMS4",0.722101,0.32542,0.100926,0.525421,0.895722,4.06588,5.09812,0.646935,2.67725,1e-04,0.00299584,"yes"
"14021","FAM65C",5.73386,3.37007,6.3392,4.71722,2.64465,1.60271,0.177458,0.200167,-2.124,5e-05,0.00164804,"yes"
"14028","SALL4",0.0803122,0.0654234,0.287306,0.0419821,0.0943905,0.580055,9.92221,5.71228,5.10152,5e-05,0.00164804,"yes"
"14105","CHODL",0.128741,1.69972,1.65766,2.92025,0.725777,0.183878,0.0757538,25.1829,2.03024,0.00375,0.0432752,"yes"
"14106","NCAM2",0.00513845,0.98454,8.99848,8.26188,2.59616,0.191369,0.0723692,0.919631,-2.27162,0.00135,0.0212089,"yes"
"14136","EVA1C",34.8778,31.7756,24.6771,12.475,18.3589,10.7836,0.809503,2.51287,-1.67693,1e-04,0.00299584,"yes"
"14139","OLIG2",4.22416,39.8818,118.036,113.902,17.3726,2.18135,1.11153,0.0262778,-3.73777,5e-05,0.00164804,"yes"
"14140","OLIG1",4.0837,153.687,208.602,241.635,30.5863,2.41206,0.105169,0.0325158,-4.19762,5e-05,0.00164804,"yes"
"14143","IFNAR1",18.1385,21.8722,20.3771,20.1858,14.6346,13.2219,5.36522,10.7595,-0.873422,0.0011,0.0181879,"yes"
"14168","ETS2",0.323433,0.603119,0.31572,0.462805,0.828315,1.43212,2.23061,2.05157,1.94003,0.0037,0.0429274,"yes"
"14177","BACE2",0.293543,0.294465,0.653472,1.05452,2.15296,1.19971,3.16518,3.5414,2.13133,0.00185,0.0266305,"yes"
"14217","COL18A1",6.91211,4.11799,2.21373,1.87653,3.93862,4.19839,16.9855,31.5393,1.90588,5e-05,0.00164804,"yes"
"14220","COL6A2",59.5302,29.241,44.1167,25.1469,65.6771,26.2046,61.8359,323.255,1.59366,0.0016,0.0240143,"yes"
"14238","BTG3",30.7734,34.4947,44.3901,43.9436,37.5703,41.5541,148.672,111.267,1.14236,5e-05,0.00164804,"yes"
"14250","CYYR1",13.4935,21.0569,16.946,12.7012,8.64071,9.89233,3.92114,8.75082,-1.04074,0.00225,0.0301775,"yes"
"14251","ADAMTS1",0.188627,0.272726,0.277738,0.148356,0.444255,0.41772,0.816948,6.86709,3.26752,5e-05,0.00164804,"yes"
"14258","GRIK1",9.54757,16.7386,24.4176,18.0865,6.93899,5.02004,0.230526,0.346732,-2.4561,5e-05,0.00164804,"yes"
"14338","C2CD2",1.6313,1.11924,1.18608,0.975325,1.92513,1.45172,4.54421,5.31255,1.42984,0.00315,0.0381556,"yes"
"14345","RSPH1",45.8357,30.4274,25.5741,22.1136,14.7743,17.8279,1.95317,0.481317,-1.82283,5e-05,0.00164804,"yes"
"14349","SIK1",0.741271,0.372986,0.661896,1.33893,1.2919,1.52436,4.7609,6.13931,2.13857,5e-05,0.00164804,"yes"
"14382","LSS",27.3227,20.2015,32.9506,22.107,29.4116,25.4026,72.7061,54.9979,0.831266,0.00245,0.0318164,"yes"
"14385","S100B",85.4881,113.898,125.042,116.867,55.9551,26.7088,1.80069,62.2879,-1.58836,5e-05,0.00164804,"yes"
"14406","GP1BB",15.1033,7.29461,8.72565,17.2644,20.0202,38.9305,40.6622,53.8141,1.66483,5e-05,0.00164804,"yes"
"14432","HIC2",2.33332,2.0552,1.67418,1.7078,2.1931,2.86395,11.1261,5.8558,1.50397,5e-05,0.00164804,"yes"
"14447","RAB36",23.2518,18.6377,17.4316,15.7271,16.1759,15.72,3.29308,3.77626,-0.945631,0.0019,0.0271436,"yes"
"14452","MMP11",1.88992,2.09154,1.30232,2.30007,3.21208,2.12118,5.46162,27.6065,2.34015,5e-05,0.00164804,"yes"
"14455","MIF",476.354,465.828,650.252,709.093,838.276,717.347,1259.28,1734.54,0.983098,0.00055,0.0113986,"yes"
"14475","ADRBK2",1.05827,2.74411,4.12857,2.08114,2.73176,5.47304,8.85519,4.1905,1.08575,0.0012,0.0194169,"yes"
"14477","SEZ6L",1.54315,4.2639,9.05653,11.3869,1.07371,1.33064,0.904091,0.393953,-2.82581,5e-05,0.00164804,"yes"
"14478","ASPHD2",1.06051,1.22295,1.08618,1.63332,2.32905,3.00725,8.43666,10.7805,2.29507,5e-05,0.00164804,"yes"
"14490","GAS2L1",57.0128,38.4129,42.9836,57.5469,43.4052,17.3602,11.6901,14.4914,-1.17232,2e-04,0.00519897,"yes"
"14514","YWHAH",53.6348,51.3951,58.7157,54.4482,76.4679,95.6152,107.851,85.7833,0.74512,0.00445,0.048365,"yes"
"14528","RASD2",0.646044,0.324483,0.295424,0.484838,1.5432,6.55928,1.79123,2.04441,2.7695,5e-05,0.00164804,"yes"
"14545","H1F0",135.377,34.1381,6.78191,129.817,136.784,83.9515,528.835,70.8561,1.4223,0.00045,0.00976765,"yes"
"14553","MAFF",0.954975,1.07158,1.05122,1.21049,2.30298,1.56529,6.59045,7.5392,2.06937,0.00015,0.0041716,"yes"
"14566","MGAT3",7.23403,7.32199,7.5215,9.44179,13.4207,11.9422,14.6578,15.6353,0.820304,0.0034,0.040344,"yes"
"14587","C22orf46",3.78759,3.50416,3.70869,3.39894,2.36514,2.33267,0.864855,1.33704,-1.0614,0.0039,0.0445643,"yes"
"14590","SREBF2",38.4039,32.0304,54.8975,39.1413,53.8552,47.8963,129.057,110.611,1.05369,2e-04,0.00519897,"yes"
"14606","PNPLA3",0.336031,0.564263,1.63453,0.439503,1.57098,1.42067,3.45051,4.87499,1.92787,0.0034,0.040344,"yes"
"14611","ARHGAP8",0.576884,0.517811,0.151796,0.540083,0.529965,2.25799,27.1437,7.27886,4.38044,5e-05,0.00164804,"yes"
"14616","FBLN1",12.3293,16.2279,43.1451,37.9184,30.3712,21.4863,72.145,174.48,1.44513,5e-05,0.00164804,"yes"
"14635","PIM3",5.55333,4.58247,6.15637,7.06949,8.37419,11.6254,42.6178,29.0504,1.97227,5e-05,0.00164804,"yes"
"14641","ADM2",0.112519,0.404984,0.287476,0.229014,0.62909,0.595,0.744883,3.36488,2.36695,0.00045,0.00976765,"yes"
"14647","SHANK3",3.61356,2.22924,2.46764,2.81653,4.40907,3.33896,9.23829,7.44903,1.13491,0.001,0.0171336,"yes"
"14670","SLC25A1",53.503,48.1932,62.7024,68.826,75.6064,65.6776,150.573,125.788,0.840558,0.0017,0.0251903,"yes"
"14683","RTN4R",9.10298,7.33185,11.595,14.788,19.915,18.8921,53.4982,28.3603,1.49473,5e-05,0.00164804,"yes"
"14688","SCARF2",13.6971,8.68366,10.7901,13.7522,19.6838,10.2268,32.608,58.8859,1.37145,0.00015,0.0041716,"yes"
"14736","MN1",6.82406,4.54868,8.59288,6.05289,8.54692,7.22613,26.4241,20.5334,1.26963,5e-05,0.00164804,"yes"
"14750","NIPSNAP1",86.2411,84.5533,92.6016,80.7484,110.832,102.769,188.175,185.084,0.770003,0.00395,0.0449658,"yes"
"14753","LIF",0.762098,0.917167,0.474061,0.624472,0.855354,0.661834,1.78667,5.64732,1.68814,0.00435,0.0476892,"yes"
"14769","PLA2G3",0.0560152,0.0995884,0.455329,0.0683499,0.240443,0.175774,4.29375,2.66327,3.44022,0.00045,0.00976765,"yes"
"14787","RBFOX2",10.6987,10.7524,12.8012,11.6713,22.8323,38.116,24.3387,31.8639,1.35106,5e-05,0.00164804,"yes"
"14789","APOL4",8.176,13.3626,2.41946,1.9974,3.43352,0.994406,0.454057,1.51424,-2.02074,2e-04,0.00519897,"yes"
"14791","MYH9",6.09074,5.93765,6.18446,4.71786,7.27248,5.06471,9.07798,30.585,1.18123,0.00045,0.00976765,"yes"
"14819","KCNJ4",2.46977,1.13972,2.2086,2.86987,4.3952,3.26642,16.4112,8.48385,1.90587,0.0011,0.0181879,"yes"
"14829","PDGFB",0.266548,0.360253,0.659495,0.0976633,0.646163,0.478723,1.61547,7.09454,2.82911,0.00235,0.0311051,"yes"
"14870","SCUBE1",0.183139,0.181074,0.0060943,0.0157715,0.0726396,0.770579,3.93948,3.30789,4.38928,5e-05,0.00164804,"yes"
"14872","SULT4A1",0.987487,0.386,0.83698,0.351947,2.3551,3.8553,5.21137,2.13364,2.40329,7e-04,0.0134565,"yes"
"14877","PHF21B",4.92349,3.80852,4.76945,6.10642,12.654,17.1527,37.8895,10.6039,1.99758,5e-05,0.00164804,"yes"
"14879","KIAA0930",7.65559,7.00222,6.89065,8.02751,11.4692,13.7517,23.6531,23.9414,1.29982,5e-05,0.00164804,"yes"
"14882","WNT7B",1.23446,0.329087,1.856,0.925907,0.666858,0.869625,54.4649,49.6635,4.60385,5e-05,0.00164804,"yes"
"14889","CERK",19.94,17.1359,15.4147,15.6232,23.9144,25.8512,35.7409,29.5073,0.755788,0.004,0.0452625,"yes"
"14896","MLC1",279.685,221.752,241.233,280.366,178.922,94.9581,4.30871,26.3273,-1.74827,5e-05,0.00164804,"yes"
"14921","GRM7",1.25338,3.51347,3.53556,3.74662,0.660605,2.06985,0.0511616,0.179455,-2.02473,0.0031,0.0378225,"yes"
"14944","SLC6A1",11.5775,14.3151,9.91894,16.3819,12.2992,11.0339,1.25593,1.07162,-1.02431,0.0041,0.0459473,"yes"
"14953","FBLN2",1.02467,0.957741,0.566641,1.17974,0.727101,1.28315,2.58532,19.1875,2.67316,5e-05,0.00164804,"yes"
"14959","SLC6A6",0.952597,1.08563,0.942298,0.729858,1.89141,3.1121,4.98637,9.045,2.359,5e-05,0.00164804,"yes"
"14997","CMTM7",9.45575,3.20029,6.24721,2.91947,5.00051,3.2834,50.5492,22.6463,1.9006,6e-04,0.0121356,"yes"
"14999","TRIM71",0.171401,0.105276,0.381144,0.0764821,0.49219,0.86699,2.97826,2.91317,3.30366,0.00145,0.0223619,"yes"
"15020","ACVR2B",4.99337,4.82853,4.37995,3.67156,6.77403,7.99364,17.0167,7.9455,1.15241,5e-05,0.00164804,"yes"
"15042","ZBTB47",13.0685,10.0753,9.06104,13.7971,7.48433,6.97861,1.33282,5.0736,-1.14031,0.00035,0.00815894,"yes"
"15063","EXOSC7",27.204,22.9188,21.5619,24.7124,28.6336,26.9605,73.1599,60.3981,0.972488,0.00315,0.0381556,"yes"
"15101","DAG1",78.3899,72.8814,85.689,78.2751,58.3651,54.087,23.407,32.032,-0.908904,0.00065,0.0127547,"yes"
"15108","SEMA3F",0.0869895,0.0924097,0.0775255,0.0770042,0.827715,1.06743,4.34666,8.82517,5.4957,5e-05,0.00164804,"yes"
"15119","MANF",37.0978,32.1969,33.8001,27.8782,40.1591,35.6841,122.912,84.1845,1.11122,4e-04,0.00896533,"yes"
"15145","PRKCD",0.665474,0.347274,0.348432,0.637097,0.819456,0.551361,4.50545,9.72898,2.9652,5e-05,0.00164804,"yes"
"15156","ABHD6",11.1866,12.2726,10.9354,13.5329,8.45565,4.69345,6.225,3.19545,-1.08648,0.00275,0.0346418,"yes"
"15190","ROBO2",23.7252,27.6935,22.7502,24.4826,22.9695,21.9285,1.11232,4.73563,-0.959047,0.00125,0.0198856,"yes"
"15191","CADM2",3.93471,8.10671,9.88934,9.13889,5.68989,6.32503,0.877484,0.924724,-1.16905,0.00075,0.0141304,"yes"
"15222","TMEM45A",1.42854,3.16356,4.32456,2.50742,3.49671,3.59691,10.5497,38.8843,2.30688,5e-05,0.00164804,"yes"
"15256","BOC",17.838,15.2784,11.142,15.6092,12.0914,11.8047,58.5048,49.2004,1.13633,8e-04,0.01476,"yes"
"15271","ARHGAP31",5.02178,4.45719,3.67884,5.6958,2.88439,2.38811,0.401183,3.21367,-1.08502,0.0029,0.0361104,"yes"
"15284","SLC15A2",31.9507,42.2717,35.6117,37.3399,22.4709,21.7045,0.437685,0.771038,-1.69726,5e-05,0.00164804,"yes"
"15321","COPG1",22.1068,22.31,23.9603,23.6193,26.6561,25.8091,73.2264,51.5399,0.945985,6e-04,0.0121356,"yes"
"15349","EPHB1",58.6621,85.0443,87.8954,82.7386,52.7797,48.8766,21.6741,7.81662,-1.26114,5e-05,0.00164804,"yes"
"15380","C3orf58",15.4122,26.6431,23.7754,17.8548,16.2457,11.5047,4.12586,5.45573,-1.16457,2e-04,0.00519897,"yes"
"15390","RNF13",51.5151,73.1779,64.2969,60.1437,47.3807,40.8958,20.373,19.8798,-0.954823,5e-04,0.0105649,"yes"
"15406","ARHGEF26",23.031,19.7292,19.2933,21.2521,14.9943,14.7867,3.5748,4.47693,-1.13878,7e-04,0.0134565,"yes"
"15408","GMPS",13.9742,25.6103,19.6847,19.3479,19.1105,20.7692,67.3491,45.9237,0.962054,0.00055,0.0113986,"yes"
"15445","NLGN1",6.97029,8.00543,7.98173,9.02521,5.19825,4.55753,2.08785,0.943571,-1.32259,8e-04,0.01476,"yes"
"15501","ST6GAL1",0.156063,0.547119,0.361989,0.573818,1.84105,1.97759,5.98861,4.35052,3.11072,2e-04,0.00519897,"yes"
"15511","IL1RAP",5.99784,9.9209,10.8455,16.5501,4.74671,3.68807,0.287743,6.97782,-1.46405,4e-04,0.00896533,"yes"
"15566","SEC13",57.6889,53.483,57.1404,60.0709,63.0291,61.0493,202.364,118.183,0.961133,9e-04,0.0159439,"yes"
"15573","TIMP4",41.5516,51.4321,42.8193,59.0383,30.6219,42.9924,0.725983,1.20684,-1.36685,0.00055,0.0113986,"yes"
"15579","NUP210",1.9337,1.41682,1.94324,1.56832,2.32202,3.21323,8.69297,5.62717,1.53282,5e-05,0.00164804,"yes"
"15676","CSPG5",429.613,371.544,342.456,490.565,273.374,225.47,51.4089,20.295,-1.51814,5e-05,0.00164804,"yes"
"15721","CAMKV",4.26387,2.15469,1.41426,0.859994,6.1007,17.7763,34.3688,13.3154,3.04128,5e-05,0.00164804,"yes"
"15731","ZMYND10",55.96,29.6284,28.7044,22.4541,19.0488,26.1951,3.30334,2.04069,-1.43464,5e-05,0.00164804,"yes"
"15734","CACNA2D2",0.499816,0.179817,0.182271,0.41652,0.525005,1.45746,3.71801,0.934666,2.37576,0.00115,0.0188702,"yes"
"15742","PCBP4",60.3367,46.5224,51.1403,58.6013,82.3618,107.067,351.673,132.253,1.63633,5e-05,0.00164804,"yes"
"15745","DUSP7",4.74607,3.14887,2.24454,3.15167,4.48134,5.26792,14.4995,14.219,1.53318,2e-04,0.00519897,"yes"
"15756","NT5DC2",103.285,64.6559,110.762,120.656,132.69,124.823,222.863,216.727,0.803688,0.0019,0.0271436,"yes"
"15761","MUSTN1",6.84196,5.22799,6.04082,6.08595,6.23909,6.62353,61.633,19.1241,1.952,0.00425,0.047036,"yes"
"15764","TKT",66.3399,60.7068,84.1847,72.1972,82.2111,69.4828,453.551,305.554,1.68415,5e-05,0.00164804,"yes"
"15766","CHDH",1.88771,1.69324,2.58055,4.30558,1.91296,0.558736,0.179154,0.327743,-1.81316,0.0036,0.04209,"yes"
"15773","ERC2",0.313494,0.553048,0.460185,0.207504,1.21465,2.24764,1.16684,0.515712,1.74561,9e-04,0.0159439,"yes"
"15782","ARF4",119.012,170.465,150.117,145.377,148.179,165.471,406.516,335.891,0.852252,0.00335,0.0399072,"yes"
"15787","FAM107A",11.6235,18.6299,4.08535,15.9036,4.06637,10.4554,4.99219,1.34926,-1.26794,0.00075,0.0141304,"yes"
"15829","PROS1",22.0615,35.027,36.6835,34.1841,31.3332,9.77877,9.35549,21.8896,-0.822442,0.00305,0.0373631,"yes"
"15851","CD47",19.7219,23.9034,33.3411,27.9722,16.8138,13.5604,7.85564,19.3707,-0.865392,0.0011,0.0181879,"yes"
"15881","IGSF11",19.9517,34.1603,20.137,28.1412,19.5107,20.4232,0.2572,2.87973,-1.24929,0.00035,0.00815894,"yes"
"15909","ITGB5",54.7331,63.054,60.067,86.8847,36.0769,57.6785,15.0413,39.4827,-0.836252,0.0019,0.0271436,"yes"
"15920","ALDH1L1",0.723916,5.25979,2.60477,8.95515,0.954655,0.87344,0.0517911,0.549633,-2.8522,0.00205,0.0285059,"yes"
"15942","PLXND1",10.4746,4.60508,4.99416,6.11121,9.04507,6.30896,21.1769,42.3412,1.59077,5e-05,0.00164804,"yes"
